"","WaterBody","Season","DateTime","Temp_meas","Sal_meas","CO2_meas","DO_meas","pH_meas","CO2_Tcorr12"
"7161","CB","Winter",2016-01-27 01:00:00,NA,NA,NA,NA,NA,NA
"7162","CB","Winter",2016-01-27 02:00:00,NA,NA,NA,NA,NA,NA
"7163","CB","Winter",2016-01-27 03:00:00,NA,NA,NA,NA,NA,NA
"7164","CB","Winter",2016-01-27 04:00:00,NA,NA,NA,NA,NA,NA
"7165","CB","Winter",2016-01-27 05:00:00,NA,NA,NA,NA,NA,NA
"7166","CB","Winter",2016-01-27 06:00:00,NA,NA,NA,NA,NA,NA
"7167","CB","Winter",2016-01-27 07:00:00,NA,NA,NA,NA,NA,NA
"7168","CB","Winter",2016-01-27 08:00:00,NA,NA,NA,NA,NA,NA
"7169","CB","Winter",2016-01-27 09:00:00,NA,NA,NA,NA,NA,NA
"7170","CB","Winter",2016-01-27 10:00:00,NA,NA,NA,NA,NA,NA
"7171","CB","Winter",2016-01-27 11:00:00,NA,NA,NA,NA,NA,NA
"7172","CB","Winter",2016-01-27 12:00:00,NA,NA,NA,NA,NA,NA
"7173","CB","Winter",2016-01-27 13:00:00,NA,NA,NA,NA,NA,NA
"7174","CB","Winter",2016-01-27 14:00:00,NA,NA,NA,NA,NA,NA
"7175","CB","Winter",2016-01-27 15:00:00,NA,NA,NA,NA,NA,NA
"7176","CB","Winter",2016-01-27 16:00:00,NA,NA,NA,NA,NA,NA
"7177","CB","Winter",2016-01-27 17:00:00,NA,NA,NA,NA,NA,NA
"7178","CB","Winter",2016-01-27 18:00:00,NA,NA,NA,NA,NA,NA
"7179","CB","Winter",2016-01-27 19:00:00,NA,NA,NA,NA,NA,NA
"7180","CB","Winter",2016-01-28 20:00:00,NA,NA,NA,NA,NA,NA
"7181","CB","Winter",2016-01-28 21:00:00,NA,NA,NA,NA,NA,NA
"7182","CB","Winter",2016-01-28 22:00:00,NA,NA,NA,NA,NA,NA
"7183","CB","Winter",2016-01-28 23:00:00,NA,NA,NA,NA,NA,NA
"7184","CB","Winter",2016-01-28 00:00:00,NA,NA,NA,NA,NA,NA
"7185","CB","Winter",2016-01-28 01:00:00,NA,NA,NA,NA,NA,NA
"7186","CB","Winter",2016-01-28 02:00:00,NA,NA,NA,NA,NA,NA
"7187","CB","Winter",2016-01-28 03:00:00,NA,NA,NA,NA,NA,NA
"7188","CB","Winter",2016-01-28 04:00:00,NA,NA,NA,NA,NA,NA
"7189","CB","Winter",2016-01-28 05:00:00,NA,NA,NA,NA,NA,NA
"7190","CB","Winter",2016-01-28 06:00:00,NA,NA,NA,NA,NA,NA
"7191","CB","Winter",2016-01-28 07:00:00,NA,NA,NA,NA,NA,NA
"7192","CB","Winter",2016-01-28 08:00:00,NA,NA,NA,NA,NA,NA
"7193","CB","Winter",2016-01-28 09:00:00,NA,NA,NA,NA,NA,NA
"7194","CB","Winter",2016-01-28 10:00:00,NA,NA,NA,NA,NA,NA
"7195","CB","Winter",2016-01-28 11:00:00,NA,NA,NA,NA,NA,NA
"7196","CB","Winter",2016-01-28 12:00:00,NA,NA,NA,NA,NA,NA
"7197","CB","Winter",2016-01-28 13:00:00,NA,NA,NA,NA,NA,NA
"7198","CB","Winter",2016-01-28 14:00:00,NA,NA,NA,NA,NA,NA
"7199","CB","Winter",2016-01-28 15:00:00,NA,NA,NA,NA,NA,NA
"7200","CB","Winter",2016-01-28 16:00:00,NA,NA,NA,NA,NA,NA
"7201","CB","Winter",2016-01-28 17:00:00,NA,NA,NA,NA,NA,NA
"7202","CB","Winter",2016-01-28 18:00:00,NA,NA,NA,NA,NA,NA
"7203","CB","Winter",2016-01-28 19:00:00,NA,NA,NA,NA,NA,NA
"7204","CB","Winter",2016-01-29 20:00:00,NA,NA,NA,NA,NA,NA
"7205","CB","Winter",2016-01-29 21:00:00,NA,NA,NA,NA,NA,NA
"7206","CB","Winter",2016-01-29 22:00:00,NA,NA,NA,NA,NA,NA
"7207","CB","Winter",2016-01-29 23:00:00,NA,NA,NA,NA,NA,NA
"7208","CB","Winter",2016-01-29 00:00:00,NA,NA,NA,NA,NA,NA
"7209","CB","Winter",2016-01-29 01:00:00,NA,NA,NA,NA,NA,NA
"7210","CB","Winter",2016-01-29 02:00:00,NA,NA,NA,NA,NA,NA
"7211","CB","Winter",2016-01-29 03:00:00,NA,NA,NA,NA,NA,NA
"7212","CB","Winter",2016-01-29 04:00:00,NA,NA,NA,NA,NA,NA
"7213","CB","Winter",2016-01-29 05:00:00,NA,NA,NA,NA,NA,NA
"7214","CB","Winter",2016-01-29 06:00:00,NA,NA,NA,NA,NA,NA
"7215","CB","Winter",2016-01-29 07:00:00,NA,NA,NA,NA,NA,NA
"7216","CB","Winter",2016-01-29 08:00:00,NA,NA,NA,NA,NA,NA
"7217","CB","Winter",2016-01-29 09:00:00,NA,NA,NA,NA,NA,NA
"7218","CB","Winter",2016-01-29 10:00:00,NA,NA,NA,NA,NA,NA
"7219","CB","Winter",2016-01-29 11:00:00,NA,NA,NA,NA,NA,NA
"7220","CB","Winter",2016-01-29 12:00:00,NA,NA,NA,NA,NA,NA
"7221","CB","Winter",2016-01-29 13:00:00,NA,NA,NA,NA,NA,NA
"7222","CB","Winter",2016-01-29 14:00:00,NA,NA,NA,NA,NA,NA
"7223","CB","Winter",2016-01-29 15:00:00,NA,NA,NA,NA,NA,NA
"7224","CB","Winter",2016-01-29 16:00:00,NA,NA,NA,NA,NA,NA
"7225","CB","Winter",2016-01-29 17:00:00,NA,NA,NA,NA,NA,NA
"7226","CB","Winter",2016-01-29 18:00:00,NA,NA,NA,NA,NA,NA
"7227","CB","Winter",2016-01-29 19:00:00,NA,NA,NA,NA,NA,NA
"7228","CB","Winter",2016-01-30 20:00:00,NA,NA,NA,NA,NA,NA
"7229","CB","Winter",2016-01-30 21:00:00,NA,NA,NA,NA,NA,NA
"7230","CB","Winter",2016-01-30 22:00:00,NA,NA,NA,NA,NA,NA
"7231","CB","Winter",2016-01-30 23:00:00,NA,NA,NA,NA,NA,NA
"7232","CB","Winter",2016-01-30 00:00:00,NA,NA,NA,NA,NA,NA
"7233","CB","Winter",2016-01-30 01:00:00,NA,NA,NA,NA,NA,NA
"7234","CB","Winter",2016-01-30 02:00:00,NA,NA,NA,NA,NA,NA
"7235","CB","Winter",2016-01-30 03:00:00,NA,NA,NA,NA,NA,NA
"7236","CB","Winter",2016-01-30 04:00:00,NA,NA,NA,NA,NA,NA
"7237","CB","Winter",2016-01-30 05:00:00,NA,NA,NA,NA,NA,NA
"7238","CB","Winter",2016-01-30 06:00:00,NA,NA,NA,NA,NA,NA
"7239","CB","Winter",2016-01-30 07:00:00,NA,NA,NA,NA,NA,NA
"7240","CB","Winter",2016-01-30 08:00:00,NA,NA,NA,NA,NA,NA
"7241","CB","Winter",2016-01-30 09:00:00,NA,NA,NA,NA,NA,NA
"7242","CB","Winter",2016-01-30 10:00:00,NA,NA,NA,NA,NA,NA
"7243","CB","Winter",2016-01-30 11:00:00,NA,NA,NA,NA,NA,NA
"7244","CB","Winter",2016-01-30 12:00:00,NA,NA,NA,NA,NA,NA
"7245","CB","Winter",2016-01-30 13:00:00,NA,NA,NA,NA,NA,NA
"7246","CB","Winter",2016-01-30 14:00:00,NA,NA,NA,NA,NA,NA
"7247","CB","Winter",2016-01-30 15:00:00,NA,NA,NA,NA,NA,NA
"7248","CB","Winter",2016-01-30 16:00:00,NA,NA,NA,NA,NA,NA
"7249","CB","Winter",2016-01-30 17:00:00,NA,NA,NA,NA,NA,NA
"7250","CB","Winter",2016-01-30 18:00:00,NA,NA,NA,NA,NA,NA
"7251","CB","Winter",2016-01-30 19:00:00,NA,NA,NA,NA,NA,NA
"7252","CB","Winter",2016-01-31 20:00:00,NA,NA,NA,NA,NA,NA
"7253","CB","Winter",2016-01-31 21:00:00,NA,NA,NA,NA,NA,NA
"7254","CB","Winter",2016-01-31 22:00:00,NA,NA,NA,NA,NA,NA
"7255","CB","Winter",2016-01-31 23:00:00,NA,NA,NA,NA,NA,NA
"7256","CB","Winter",2016-01-31 00:00:00,NA,NA,NA,NA,NA,NA
"7257","CB","Winter",2016-01-31 01:00:00,NA,NA,NA,NA,NA,NA
"7258","CB","Winter",2016-01-31 02:00:00,NA,NA,NA,NA,NA,NA
"7259","CB","Winter",2016-01-31 03:00:00,NA,NA,NA,NA,NA,NA
"7260","CB","Winter",2016-01-31 04:00:00,NA,NA,NA,NA,NA,NA
"7261","CB","Winter",2016-01-31 05:00:00,NA,NA,NA,NA,NA,NA
"7262","CB","Winter",2016-01-31 06:00:00,NA,NA,NA,NA,NA,NA
"7263","CB","Winter",2016-01-31 07:00:00,NA,NA,NA,NA,NA,NA
"7264","CB","Winter",2016-01-31 08:00:00,NA,NA,NA,NA,NA,NA
"7265","CB","Winter",2016-01-31 09:00:00,NA,NA,NA,NA,NA,NA
"7266","CB","Winter",2016-01-31 10:00:00,NA,NA,NA,NA,NA,NA
"7267","CB","Winter",2016-01-31 11:00:00,NA,NA,NA,NA,NA,NA
"7268","CB","Winter",2016-01-31 12:00:00,NA,NA,NA,NA,NA,NA
"7269","CB","Winter",2016-01-31 13:00:00,NA,NA,NA,NA,NA,NA
"7270","CB","Winter",2016-01-31 14:00:00,NA,NA,NA,NA,NA,NA
"7271","CB","Winter",2016-01-31 15:00:00,NA,NA,NA,NA,NA,NA
"7272","CB","Winter",2016-01-31 16:00:00,NA,NA,NA,NA,NA,NA
"7273","CB","Winter",2016-01-31 17:00:00,NA,NA,NA,NA,NA,NA
"7274","CB","Winter",2016-01-31 18:00:00,NA,NA,NA,NA,NA,NA
"7275","CB","Winter",2016-01-31 19:00:00,NA,NA,NA,NA,NA,NA
"7276","CB","Winter",2016-02-01 20:00:00,NA,NA,NA,NA,NA,NA
"7277","CB","Winter",2016-02-01 21:00:00,NA,NA,NA,NA,NA,NA
"7278","CB","Winter",2016-02-01 22:00:00,NA,NA,NA,NA,NA,NA
"7279","CB","Winter",2016-02-01 23:00:00,NA,NA,NA,NA,NA,NA
"7280","CB","Winter",2016-02-01 00:00:00,NA,NA,NA,NA,NA,NA
"7281","CB","Winter",2016-02-01 01:00:00,NA,NA,NA,NA,NA,NA
"7282","CB","Winter",2016-02-01 02:00:00,NA,NA,NA,NA,NA,NA
"7283","CB","Winter",2016-02-01 03:00:00,NA,NA,NA,NA,NA,NA
"7284","CB","Winter",2016-02-01 04:00:00,NA,NA,NA,NA,NA,NA
"7285","CB","Winter",2016-02-01 05:00:00,NA,NA,NA,NA,NA,NA
"7286","CB","Winter",2016-02-01 06:00:00,NA,NA,NA,NA,NA,NA
"7287","CB","Winter",2016-02-01 07:00:00,NA,NA,NA,NA,NA,NA
"7288","CB","Winter",2016-02-01 08:00:00,NA,NA,NA,NA,NA,NA
"7289","CB","Winter",2016-02-01 09:00:00,NA,NA,NA,NA,NA,NA
"7290","CB","Winter",2016-02-01 10:00:00,NA,NA,NA,NA,NA,NA
"7291","CB","Winter",2016-02-01 11:00:00,NA,NA,NA,NA,NA,NA
"7292","CB","Winter",2016-02-01 12:00:00,NA,NA,NA,NA,NA,NA
"7293","CB","Winter",2016-02-01 13:00:00,NA,NA,NA,NA,NA,NA
"7294","CB","Winter",2016-02-01 14:00:00,NA,NA,NA,NA,NA,NA
"7295","CB","Winter",2016-02-01 15:00:00,NA,NA,NA,NA,NA,NA
"7296","CB","Winter",2016-02-01 16:00:00,NA,NA,NA,NA,NA,NA
"7297","CB","Winter",2016-02-01 17:00:00,NA,NA,NA,NA,NA,NA
"7298","CB","Winter",2016-02-01 18:00:00,NA,NA,NA,NA,NA,NA
"7299","CB","Winter",2016-02-01 19:00:00,NA,NA,NA,NA,NA,NA
"7300","CB","Winter",2016-02-02 20:00:00,NA,NA,NA,NA,NA,NA
"7301","CB","Winter",2016-02-02 21:00:00,NA,NA,NA,NA,NA,NA
"7302","CB","Winter",2016-02-02 22:00:00,NA,NA,NA,NA,NA,NA
"7303","CB","Winter",2016-02-02 23:00:00,NA,NA,NA,NA,NA,NA
"7304","CB","Winter",2016-02-02 00:00:00,NA,NA,NA,NA,NA,NA
"7305","CB","Winter",2016-02-02 01:00:00,NA,NA,NA,NA,NA,NA
"7306","CB","Winter",2016-02-02 02:00:00,NA,NA,NA,NA,NA,NA
"7307","CB","Winter",2016-02-02 03:00:00,NA,NA,NA,NA,NA,NA
"7308","CB","Winter",2016-02-02 04:00:00,NA,NA,NA,NA,NA,NA
"7309","CB","Winter",2016-02-02 05:00:00,NA,NA,NA,NA,NA,NA
"7310","CB","Winter",2016-02-02 06:00:00,NA,NA,NA,NA,NA,NA
"7311","CB","Winter",2016-02-02 07:00:00,NA,NA,NA,NA,NA,NA
"7312","CB","Winter",2016-02-02 08:00:00,NA,NA,NA,NA,NA,NA
"7313","CB","Winter",2016-02-02 09:00:00,NA,NA,NA,NA,NA,NA
"7314","CB","Winter",2016-02-02 10:00:00,NA,NA,NA,NA,NA,NA
"7315","CB","Winter",2016-02-02 11:00:00,NA,NA,NA,NA,NA,NA
"7316","CB","Winter",2016-02-02 12:00:00,NA,NA,NA,NA,NA,NA
"7317","CB","Winter",2016-02-02 13:00:00,NA,NA,NA,NA,NA,NA
"7318","CB","Winter",2016-02-02 14:00:00,NA,NA,NA,NA,NA,NA
"7319","CB","Winter",2016-02-02 15:00:00,NA,NA,NA,NA,NA,NA
"7320","CB","Winter",2016-02-02 16:00:00,NA,NA,NA,NA,NA,NA
"7321","CB","Winter",2016-02-02 17:00:00,NA,NA,NA,NA,NA,NA
"7322","CB","Winter",2016-02-02 18:00:00,NA,NA,NA,NA,NA,NA
"7323","CB","Winter",2016-02-02 19:00:00,NA,NA,NA,NA,NA,NA
"7324","CB","Winter",2016-02-03 20:00:00,NA,NA,NA,NA,NA,NA
"7325","CB","Winter",2016-02-03 21:00:00,NA,NA,NA,NA,NA,NA
"7326","CB","Winter",2016-02-03 22:00:00,NA,NA,NA,NA,NA,NA
"7327","CB","Winter",2016-02-03 23:00:00,NA,NA,NA,NA,NA,NA
"7328","CB","Winter",2016-02-03 00:00:00,NA,NA,NA,NA,NA,NA
"7329","CB","Winter",2016-02-03 01:00:00,NA,NA,NA,NA,NA,NA
"7330","CB","Winter",2016-02-03 02:00:00,NA,NA,NA,NA,NA,NA
"7331","CB","Winter",2016-02-03 03:00:00,NA,NA,NA,NA,NA,NA
"7332","CB","Winter",2016-02-03 04:00:00,NA,NA,NA,NA,NA,NA
"7333","CB","Winter",2016-02-03 05:00:00,NA,NA,NA,NA,NA,NA
"7334","CB","Winter",2016-02-03 06:00:00,NA,NA,NA,NA,NA,NA
"7335","CB","Winter",2016-02-03 07:00:00,NA,NA,NA,NA,NA,NA
"7336","CB","Winter",2016-02-03 08:00:00,NA,NA,NA,NA,NA,NA
"7337","CB","Winter",2016-02-03 09:00:00,NA,NA,NA,NA,NA,NA
"7338","CB","Winter",2016-02-03 10:00:00,NA,NA,NA,NA,NA,NA
"7339","CB","Winter",2016-02-03 11:00:00,NA,NA,NA,NA,NA,NA
"7340","CB","Winter",2016-02-03 12:00:00,NA,NA,NA,NA,NA,NA
"7341","CB","Winter",2016-02-03 13:00:00,NA,NA,NA,NA,NA,NA
"7342","CB","Winter",2016-02-03 14:00:00,NA,NA,NA,NA,NA,NA
"7343","CB","Winter",2016-02-03 15:00:00,NA,NA,NA,NA,NA,NA
"7344","CB","Winter",2016-02-03 16:00:00,NA,NA,NA,NA,NA,NA
"7345","CB","Winter",2016-02-03 17:00:00,NA,NA,NA,NA,NA,NA
"7346","CB","Winter",2016-02-03 18:00:00,NA,NA,NA,NA,NA,NA
"7347","CB","Winter",2016-02-03 19:00:00,NA,NA,NA,NA,NA,NA
"7348","CB","Winter",2016-02-04 20:00:00,NA,NA,NA,NA,NA,NA
"7349","CB","Winter",2016-02-04 21:00:00,NA,NA,NA,NA,NA,NA
"7350","CB","Winter",2016-02-04 22:00:00,NA,NA,NA,NA,NA,NA
"7351","CB","Winter",2016-02-04 23:00:00,NA,NA,NA,NA,NA,NA
"7352","CB","Winter",2016-02-04 00:00:00,NA,NA,NA,NA,NA,NA
"7353","CB","Winter",2016-02-04 01:00:00,NA,NA,NA,NA,NA,NA
"7354","CB","Winter",2016-02-04 02:00:00,NA,NA,NA,NA,NA,NA
"7355","CB","Winter",2016-02-04 03:00:00,NA,NA,NA,NA,NA,NA
"7356","CB","Winter",2016-02-04 04:00:00,NA,NA,NA,NA,NA,NA
"7357","CB","Winter",2016-02-04 05:00:00,NA,NA,NA,NA,NA,NA
"7358","CB","Winter",2016-02-04 06:00:00,NA,NA,NA,NA,NA,NA
"7359","CB","Winter",2016-02-04 07:00:00,NA,NA,NA,NA,NA,NA
"7360","CB","Winter",2016-02-04 08:00:00,NA,NA,NA,NA,NA,NA
"7361","CB","Winter",2016-02-04 09:00:00,NA,NA,NA,NA,NA,NA
"7362","CB","Winter",2016-02-04 10:00:00,NA,NA,NA,NA,NA,NA
"7363","CB","Winter",2016-02-04 11:00:00,NA,NA,NA,NA,NA,NA
"7364","CB","Winter",2016-02-04 12:00:00,NA,NA,NA,NA,NA,NA
"7365","CB","Winter",2016-02-04 13:00:00,NA,NA,NA,NA,NA,NA
"7366","CB","Winter",2016-02-04 14:00:00,NA,NA,NA,NA,NA,NA
"7367","CB","Winter",2016-02-04 15:00:00,NA,NA,NA,NA,NA,NA
"7368","CB","Winter",2016-02-04 16:00:00,NA,NA,NA,NA,NA,NA
"7369","CB","Winter",2016-02-04 17:00:00,NA,NA,NA,NA,NA,NA
"7370","CB","Winter",2016-02-04 18:00:00,NA,NA,NA,NA,NA,NA
"7371","CB","Winter",2016-02-04 19:00:00,NA,NA,NA,NA,NA,NA
"7372","CB","Winter",2016-02-05 20:00:00,NA,NA,NA,NA,NA,NA
"7373","CB","Winter",2016-02-05 21:00:00,NA,NA,NA,NA,NA,NA
"7374","CB","Winter",2016-02-05 22:00:00,NA,NA,NA,NA,NA,NA
"7375","CB","Winter",2016-02-05 23:00:00,NA,NA,NA,NA,NA,NA
"7376","CB","Winter",2016-02-05 00:00:00,NA,NA,NA,NA,NA,NA
"7377","CB","Winter",2016-02-05 01:00:00,NA,NA,NA,NA,NA,NA
"7378","CB","Winter",2016-02-05 02:00:00,NA,NA,NA,NA,NA,NA
"7379","CB","Winter",2016-02-05 03:00:00,NA,NA,NA,NA,NA,NA
"7380","CB","Winter",2016-02-05 04:00:00,NA,NA,NA,NA,NA,NA
"7381","CB","Winter",2016-02-05 05:00:00,NA,NA,NA,NA,NA,NA
"7382","CB","Winter",2016-02-05 06:00:00,NA,NA,NA,NA,NA,NA
"7383","CB","Winter",2016-02-05 07:00:00,NA,NA,NA,NA,NA,NA
"7384","CB","Winter",2016-02-05 08:00:00,NA,NA,NA,NA,NA,NA
"7385","CB","Winter",2016-02-05 09:00:00,NA,NA,NA,NA,NA,NA
"7386","CB","Winter",2016-02-05 10:00:00,NA,NA,NA,NA,NA,NA
"7387","CB","Winter",2016-02-05 11:00:00,NA,NA,NA,NA,NA,NA
"7388","CB","Winter",2016-02-05 12:00:00,NA,NA,NA,NA,NA,NA
"7389","CB","Winter",2016-02-05 13:00:00,NA,NA,NA,NA,NA,NA
"7390","CB","Winter",2016-02-05 14:00:00,NA,NA,NA,NA,NA,NA
"7391","CB","Winter",2016-02-05 15:00:00,NA,NA,NA,NA,NA,NA
"7392","CB","Winter",2016-02-05 16:00:00,NA,NA,NA,NA,NA,NA
"7393","CB","Winter",2016-02-05 17:00:00,NA,NA,NA,NA,NA,NA
"7394","CB","Winter",2016-02-05 18:00:00,NA,NA,NA,NA,NA,NA
"7395","CB","Winter",2016-02-05 19:00:00,NA,NA,NA,NA,NA,NA
"7396","CB","Winter",2016-02-06 20:00:00,NA,NA,NA,NA,NA,NA
"7397","CB","Winter",2016-02-06 21:00:00,NA,NA,NA,NA,NA,NA
"7398","CB","Winter",2016-02-06 22:00:00,NA,NA,NA,NA,NA,NA
"7399","CB","Winter",2016-02-06 23:00:00,NA,NA,NA,NA,NA,NA
"7400","CB","Winter",2016-02-06 00:00:00,NA,NA,NA,NA,NA,NA
"7401","CB","Winter",2016-02-06 01:00:00,NA,NA,NA,NA,NA,NA
"7402","CB","Winter",2016-02-06 02:00:00,NA,NA,NA,NA,NA,NA
"7403","CB","Winter",2016-02-06 03:00:00,NA,NA,NA,NA,NA,NA
"7404","CB","Winter",2016-02-06 04:00:00,NA,NA,NA,NA,NA,NA
"7405","CB","Winter",2016-02-06 05:00:00,NA,NA,NA,NA,NA,NA
"7406","CB","Winter",2016-02-06 06:00:00,NA,NA,NA,NA,NA,NA
"7407","CB","Winter",2016-02-06 07:00:00,NA,NA,NA,NA,NA,NA
"7408","CB","Winter",2016-02-06 08:00:00,NA,NA,NA,NA,NA,NA
"7409","CB","Winter",2016-02-06 09:00:00,NA,NA,NA,NA,NA,NA
"7410","CB","Winter",2016-02-06 10:00:00,NA,NA,NA,NA,NA,NA
"7411","CB","Winter",2016-02-06 11:00:00,NA,NA,NA,NA,NA,NA
"7412","CB","Winter",2016-02-06 12:00:00,NA,NA,NA,NA,NA,NA
"7413","CB","Winter",2016-02-06 13:00:00,NA,NA,NA,NA,NA,NA
"7414","CB","Winter",2016-02-06 14:00:00,NA,NA,NA,NA,NA,NA
"7415","CB","Winter",2016-02-06 15:00:00,NA,NA,NA,NA,NA,NA
"7416","CB","Winter",2016-02-06 16:00:00,NA,NA,NA,NA,NA,NA
"7417","CB","Winter",2016-02-06 17:00:00,NA,NA,NA,NA,NA,NA
"7418","CB","Winter",2016-02-06 18:00:00,NA,NA,NA,NA,NA,NA
"7419","CB","Winter",2016-02-06 19:00:00,NA,NA,NA,NA,NA,NA
"7420","CB","Winter",2016-02-07 20:00:00,NA,NA,NA,NA,NA,NA
"7421","CB","Winter",2016-02-07 21:00:00,NA,NA,NA,NA,NA,NA
"7422","CB","Winter",2016-02-07 22:00:00,NA,NA,NA,NA,NA,NA
"7423","CB","Winter",2016-02-07 23:00:00,NA,NA,NA,NA,NA,NA
"7424","CB","Winter",2016-02-07 00:00:00,NA,NA,NA,NA,NA,NA
"7425","CB","Winter",2016-02-07 01:00:00,NA,NA,NA,NA,NA,NA
"7426","CB","Winter",2016-02-07 02:00:00,NA,NA,NA,NA,NA,NA
"7427","CB","Winter",2016-02-07 03:00:00,NA,NA,NA,NA,NA,NA
"7428","CB","Winter",2016-02-07 04:00:00,NA,NA,NA,NA,NA,NA
"7429","CB","Winter",2016-02-07 05:00:00,NA,NA,NA,NA,NA,NA
"7430","CB","Winter",2016-02-07 06:00:00,NA,NA,NA,NA,NA,NA
"7431","CB","Winter",2016-02-07 07:00:00,NA,NA,NA,NA,NA,NA
"7432","CB","Winter",2016-02-07 08:00:00,NA,NA,NA,NA,NA,NA
"7433","CB","Winter",2016-02-07 09:00:00,NA,NA,NA,NA,NA,NA
"7434","CB","Winter",2016-02-07 10:00:00,NA,NA,NA,NA,NA,NA
"7435","CB","Winter",2016-02-07 11:00:00,NA,NA,NA,NA,NA,NA
"7436","CB","Winter",2016-02-07 12:00:00,NA,NA,NA,NA,NA,NA
"7437","CB","Winter",2016-02-07 13:00:00,NA,NA,NA,NA,NA,NA
"7438","CB","Winter",2016-02-07 14:00:00,NA,NA,NA,NA,NA,NA
"7439","CB","Winter",2016-02-07 15:00:00,NA,NA,NA,NA,NA,NA
"7440","CB","Winter",2016-02-07 16:00:00,NA,NA,NA,NA,NA,NA
"7441","CB","Winter",2016-02-07 17:00:00,NA,NA,NA,NA,NA,NA
"7442","CB","Winter",2016-02-07 18:00:00,NA,NA,NA,NA,NA,NA
"7443","CB","Winter",2016-02-07 19:00:00,NA,NA,NA,NA,NA,NA
"7444","CB","Winter",2016-02-08 20:00:00,NA,NA,NA,NA,NA,NA
"7445","CB","Winter",2016-02-08 21:00:00,NA,NA,NA,NA,NA,NA
"7446","CB","Winter",2016-02-08 22:00:00,NA,NA,NA,NA,NA,NA
"7447","CB","Winter",2016-02-08 23:00:00,NA,NA,NA,NA,NA,NA
"7448","CB","Winter",2016-02-08 00:00:00,NA,NA,NA,NA,NA,NA
"7449","CB","Winter",2016-02-08 01:00:00,NA,NA,NA,NA,NA,NA
"7450","CB","Winter",2016-02-08 02:00:00,NA,NA,NA,NA,NA,NA
"7451","CB","Winter",2016-02-08 03:00:00,NA,NA,NA,NA,NA,NA
"7452","CB","Winter",2016-02-08 04:00:00,NA,NA,NA,NA,NA,NA
"7453","CB","Winter",2016-02-08 05:00:00,NA,NA,NA,NA,NA,NA
"7454","CB","Winter",2016-02-08 06:00:00,NA,NA,NA,NA,NA,NA
"7455","CB","Winter",2016-02-08 07:00:00,NA,NA,NA,NA,NA,NA
"7456","CB","Winter",2016-02-08 08:00:00,NA,NA,NA,NA,NA,NA
"7457","CB","Winter",2016-02-08 09:00:00,NA,NA,NA,NA,NA,NA
"7458","CB","Winter",2016-02-08 10:00:00,NA,NA,NA,NA,NA,NA
"7459","CB","Winter",2016-02-08 11:00:00,NA,NA,NA,NA,NA,NA
"7460","CB","Winter",2016-02-08 12:00:00,NA,NA,NA,NA,NA,NA
"7461","CB","Winter",2016-02-08 13:00:00,NA,NA,NA,NA,NA,NA
"7462","CB","Winter",2016-02-08 14:00:00,NA,NA,NA,NA,NA,NA
"7463","CB","Winter",2016-02-08 15:00:00,NA,NA,NA,NA,NA,NA
"7464","CB","Winter",2016-02-08 16:00:00,NA,NA,NA,NA,NA,NA
"7465","CB","Winter",2016-02-08 17:00:00,NA,NA,NA,NA,NA,NA
"7466","CB","Winter",2016-02-08 18:00:00,NA,NA,NA,NA,NA,NA
"7467","CB","Winter",2016-02-08 19:00:00,NA,NA,NA,NA,NA,NA
"7468","CB","Winter",2016-02-09 20:00:00,NA,NA,NA,NA,NA,NA
"7469","CB","Winter",2016-02-09 21:00:00,NA,NA,NA,NA,NA,NA
"7470","CB","Winter",2016-02-09 22:00:00,NA,NA,NA,NA,NA,NA
"7471","CB","Winter",2016-02-09 23:00:00,NA,NA,NA,NA,NA,NA
"7472","CB","Winter",2016-02-09 00:00:00,NA,NA,NA,NA,NA,NA
"7473","CB","Winter",2016-02-09 01:00:00,NA,NA,NA,NA,NA,NA
"7474","CB","Winter",2016-02-09 02:00:00,NA,NA,NA,NA,NA,NA
"7475","CB","Winter",2016-02-09 03:00:00,NA,NA,NA,NA,NA,NA
"7476","CB","Winter",2016-02-09 04:00:00,NA,NA,NA,NA,NA,NA
"7477","CB","Winter",2016-02-09 05:00:00,NA,NA,NA,NA,NA,NA
"7478","CB","Winter",2016-02-09 06:00:00,NA,NA,NA,NA,NA,NA
"7479","CB","Winter",2016-02-09 07:00:00,NA,NA,NA,NA,NA,NA
"7480","CB","Winter",2016-02-09 08:00:00,NA,NA,NA,NA,NA,NA
"7481","CB","Winter",2016-02-09 09:00:00,NA,NA,NA,NA,NA,NA
"7482","CB","Winter",2016-02-09 10:00:00,NA,NA,NA,NA,NA,NA
"7483","CB","Winter",2016-02-09 11:00:00,NA,NA,NA,NA,NA,NA
"7484","CB","Winter",2016-02-09 12:00:00,NA,NA,NA,NA,NA,NA
"7485","CB","Winter",2016-02-09 13:00:00,NA,NA,NA,NA,NA,NA
"7486","CB","Winter",2016-02-09 14:00:00,NA,NA,NA,NA,NA,NA
"7487","CB","Winter",2016-02-09 15:00:00,NA,NA,NA,NA,NA,NA
"7488","CB","Winter",2016-02-09 16:00:00,NA,NA,NA,NA,NA,NA
"7489","CB","Winter",2016-02-09 17:00:00,NA,NA,NA,NA,NA,NA
"7490","CB","Winter",2016-02-09 18:00:00,NA,NA,NA,NA,NA,NA
"7491","CB","Winter",2016-02-09 19:00:00,NA,NA,NA,NA,NA,NA
