"","WaterBody","Season","DateTime","Temp_meas","Sal_meas","CO2_meas","DO_meas","pH_meas","CO2_Tcorr12"
"1","CB","Spring",2015-04-23 11:00:00,6.2,27.6,NA,13.13,8.14,NA
"2","CB","Spring",2015-04-23 12:00:00,6.5,27.51,283,13,8.14,357.12894164334
"3","CB","Spring",2015-04-23 13:00:00,6.55,27.56,299.3,13.21,8.16,376.900570847731
"4","CB","Spring",2015-04-23 14:00:00,6.29,27.79,338.1,13.1,8.15,430.468740741673
"5","CB","Spring",2015-04-23 15:00:00,6.08,28.26,354.5,13.03,8.14,455.376407403938
"6","CB","Spring",2015-04-23 16:00:00,5.95,28.47,330.2,13.07,8.16,426.500496682696
"7","CB","Spring",2015-04-23 17:00:00,5.82,28.89,335.3,12.93,8.14,435.475985963834
"8","CB","Spring",2015-04-23 18:00:00,6.32,28.06,312.4,13.11,8.17,397.243092895022
"9","CB","Spring",2015-04-23 19:00:00,6.58,26.32,299.6,13.1,8.18,376.799890328931
"10","CB","Spring",2015-04-24 20:00:00,6.6,25.2,280.6,12.96,8.18,352.605605575196
"11","CB","Spring",2015-04-24 21:00:00,6.51,25.75,288.8,12.96,8.17,364.29406305279
"12","CB","Spring",2015-04-24 22:00:00,6.45,26.41,293.1,12.81,8.16,370.657645333371
"13","CB","Spring",2015-04-24 23:00:00,6.29,27.46,311,12.84,8.15,395.965035109909
"14","CB","Spring",2015-04-24 00:00:00,6.03,28,308.7,12.93,8.16,397.38315114973
"15","CB","Spring",2015-04-24 01:00:00,6.09,28.15,317.2,12.94,8.15,407.290011133295
"16","CB","Spring",2015-04-24 02:00:00,6.04,27.99,320.4,12.82,8.14,412.269893090245
"17","CB","Spring",2015-04-24 03:00:00,5.97,28.01,309.1,12.96,8.16,398.909210797774
"18","CB","Spring",2015-04-24 04:00:00,5.79,28.5,327.8,12.89,8.15,426.275847608403
"19","CB","Spring",2015-04-24 05:00:00,5.63,29.05,329.7,12.93,8.14,431.658233973283
"20","CB","Spring",2015-04-24 06:00:00,5.64,29.22,324.3,13,8.15,424.408745519877
"21","CB","Spring",2015-04-24 07:00:00,5.68,29.26,324,13,8.16,423.299309287329
"22","CB","Spring",2015-04-24 08:00:00,5.86,28.67,315,13.07,8.17,408.419420917097
"23","CB","Spring",2015-04-24 09:00:00,6.21,27.2,308.2,12.65,8.16,393.73020776626
"24","CB","Spring",2015-04-24 10:00:00,6.55,26.72,290.6,13.2,8.2,365.944891040263
"25","CB","Spring",2015-04-24 11:00:00,6.63,26.07,291.6,12.63,8.16,365.963645829947
"26","CB","Spring",2015-04-24 12:00:00,6.66,26.16,291.9,12.78,8.16,365.875560831199
"27","CB","Spring",2015-04-24 13:00:00,6.51,26.87,293.5,12.88,8.16,370.222671419647
"28","CB","Spring",2015-04-24 14:00:00,6.45,27.41,290.8,13.01,8.16,367.749038768149
"29","CB","Spring",2015-04-24 15:00:00,6.48,27.73,291.4,13.07,8.17,368.040465882604
"30","CB","Spring",2015-04-24 16:00:00,6.33,27.78,290.1,13.07,8.17,368.730745658492
"31","CB","Spring",2015-04-24 17:00:00,6.22,27.86,290.5,13.01,8.16,370.961237602066
"32","CB","Spring",2015-04-24 18:00:00,6.23,28.11,302.2,12.89,8.16,385.738643145345
"33","CB","Spring",2015-04-24 19:00:00,6.28,28.41,298.6,13.09,8.17,380.338210725471
"34","CB","Spring",2015-04-25 20:00:00,6.26,28.41,297.7,13.09,8.17,379.512778430236
"35","CB","Spring",2015-04-25 21:00:00,6.55,27.42,297.8,12.79,8.16,375.011660536099
"36","CB","Spring",2015-04-25 22:00:00,6.52,27.27,293.4,12.91,8.16,369.940013089394
"37","CB","Spring",2015-04-25 23:00:00,6.45,27.28,299.1,12.86,8.15,378.245314633952
"38","CB","Spring",2015-04-25 00:00:00,6.3,27.34,304.9,12.59,8.15,388.034345095918
"39","CB","Spring",2015-04-25 01:00:00,6.29,27.85,308.1,12.73,8.15,392.272756647469
"40","CB","Spring",2015-04-25 02:00:00,6.34,28.17,308.6,12.93,8.15,392.079231260385
"41","CB","Spring",2015-04-25 03:00:00,6.25,28.04,306.8,12.84,8.15,391.279081769433
"42","CB","Spring",2015-04-25 04:00:00,6.04,28.36,307.5,12.76,8.15,395.671011626874
"43","CB","Spring",2015-04-25 05:00:00,5.53,29.51,320.4,12.86,8.14,421.260419127366
"44","CB","Spring",2015-04-25 06:00:00,5.61,29.4,332.9,12.84,8.13,436.216702772606
"45","CB","Spring",2015-04-25 07:00:00,5.71,29.22,326,12.79,8.14,425.372128109795
"46","CB","Spring",2015-04-25 08:00:00,5.75,29.23,328.7,12.77,8.14,428.170071799083
"47","CB","Spring",2015-04-25 09:00:00,5.87,29.11,318.5,12.97,8.16,412.782770436337
"48","CB","Spring",2015-04-25 10:00:00,6.33,27.79,299.7,13.03,8.17,380.932797221131
"49","CB","Spring",2015-04-25 11:00:00,6.56,27.43,291.3,12.94,8.17,366.671247772531
"50","CB","Spring",2015-04-25 12:00:00,6.65,27.39,285,13.12,8.17,357.378048288155
"51","CB","Spring",2015-04-25 13:00:00,6.73,27.7,282.4,13.15,8.18,352.921448127319
"52","CB","Spring",2015-04-25 14:00:00,6.57,27.85,306.8,13.22,8.14,386.018412650051
"53","CB","Spring",2015-04-25 15:00:00,6.65,27.92,308.8,12.96,8.15,387.222250215376
"54","CB","Spring",2015-04-25 16:00:00,6.54,28,294.7,13.15,8.16,371.264924411403
"55","CB","Spring",2015-04-25 17:00:00,6.57,28.27,302.4,13.03,8.16,380.48229460683
"56","CB","Spring",2015-04-25 18:00:00,6.53,28.35,299.9,13.05,8.15,377.97576724796
"57","CB","Spring",2015-04-25 19:00:00,6.61,28.32,303.7,13,8.15,381.47196891618
"58","CB","Spring",2015-04-26 20:00:00,6.33,28.6,306.1,12.89,8.15,389.06749826289
"59","CB","Spring",2015-04-26 21:00:00,6.28,28.69,311.2,12.95,8.15,396.387311378991
"60","CB","Spring",2015-04-26 22:00:00,6.59,28.1,308.7,12.86,8.16,388.080554012208
"61","CB","Spring",2015-04-26 23:00:00,6.64,27.55,305.4,12.85,8.15,383.120818632603
"62","CB","Spring",2015-04-26 00:00:00,6.55,27.65,313.3,12.82,8.14,394.530400422968
"63","CB","Spring",2015-04-26 01:00:00,6.43,27.96,316.9,12.78,8.13,401.094582748243
"64","CB","Spring",2015-04-26 02:00:00,6.12,28.41,326.8,12.69,8.13,419.08441314563
"65","CB","Spring",2015-04-26 03:00:00,6.41,28.24,331.3,12.64,8.13,419.675296751195
"66","CB","Spring",2015-04-26 04:00:00,6.27,28.46,331.3,12.72,8.12,422.167987430756
"67","CB","Spring",2015-04-26 05:00:00,6.18,28.58,322.9,12.7,8.13,413.033489381442
"68","CB","Spring",2015-04-26 06:00:00,5.81,29.03,332.4,12.72,8.12,431.892218534121
"69","CB","Spring",2015-04-26 07:00:00,5.7,29.52,337.7,12.75,8.12,440.824980646696
"70","CB","Spring",2015-04-26 08:00:00,5.68,29.57,339,12.64,8.13,442.896499532113
"71","CB","Spring",2015-04-26 09:00:00,5.82,29.41,334.1,12.8,8.14,433.917467672284
"72","CB","Spring",2015-04-26 10:00:00,6.63,27.23,324.8,12.7,8.15,407.630288633631
"73","CB","Spring",2015-04-26 11:00:00,6.87,26.9,307.9,12.74,8.14,382.51736653066
"74","CB","Spring",2015-04-26 12:00:00,6.77,27.02,309.2,12.67,8.14,385.760733824387
"75","CB","Spring",2015-04-26 13:00:00,6.63,27.55,315.7,12.81,8.13,396.209612443465
"76","CB","Spring",2015-04-26 14:00:00,6.26,28.23,312.8,13.1,8.14,398.762502831635
"77","CB","Spring",2015-04-26 15:00:00,5.75,29.54,311.2,13.17,8.16,405.374281545101
"78","CB","Spring",2015-04-26 16:00:00,6.21,29.15,315.2,13.18,8.15,402.672814691516
"79","CB","Spring",2015-04-26 17:00:00,6.26,28.93,307.3,13.05,8.15,391.751013811258
"80","CB","Spring",2015-04-26 18:00:00,6.04,29.16,315.3,12.99,8.14,405.707544604726
"81","CB","Spring",2015-04-26 19:00:00,5.69,29.42,318.5,12.99,8.14,415.937694002773
"82","CB","Spring",2015-04-27 20:00:00,5.6,29.78,335.5,12.81,8.13,439.809622177673
"83","CB","Spring",2015-04-27 21:00:00,5.51,29.83,334,12.86,8.14,439.513306438151
"84","CB","Spring",2015-04-27 22:00:00,5.69,29.74,345.9,12.78,8.13,451.720089028444
"85","CB","Spring",2015-04-27 23:00:00,6.78,26.9,312.7,12.75,8.16,389.962376697517
"86","CB","Spring",2015-04-27 00:00:00,6.82,26.93,NA,12.81,8.15,NA
"87","CB","Spring",2015-04-27 01:00:00,6.7,27.41,286.9,12.78,8.14,359.000479085475
"88","CB","Spring",2015-04-27 02:00:00,6.68,27.34,298.9,12.58,8.13,374.332735605665
"89","CB","Spring",2015-04-27 03:00:00,6.36,28.15,325.6,12.56,8.11,413.328069235118
"90","CB","Spring",2015-04-27 04:00:00,6.48,28.12,322.9,12.8,8.13,407.82521082187
"91","CB","Spring",2015-04-27 05:00:00,6.31,28.38,329.6,12.68,8.12,419.291674402568
"92","CB","Spring",2015-04-27 06:00:00,6.21,28.57,324.8,12.77,8.13,414.936961331867
"93","CB","Spring",2015-04-27 07:00:00,6.14,28.87,340.2,12.54,8.11,435.899485951024
"94","CB","Spring",2015-04-27 08:00:00,6.33,28.88,336.2,12.73,8.13,427.326014099914
"95","CB","Spring",2015-04-27 09:00:00,6.45,28.64,329.2,12.83,8.14,416.310122291866
"96","CB","Spring",2015-04-27 10:00:00,6.77,28.11,323.5,12.82,8.14,403.601543959215
"97","CB","Spring",2015-04-27 11:00:00,6.98,27.41,324.7,12.54,8.13,401.516118830925
"98","CB","Spring",2015-04-27 12:00:00,7.04,27.29,325.7,12.52,8.13,401.731804216307
"99","CB","Spring",2015-04-27 13:00:00,7.05,27.35,309.4,12.9,8.15,381.465318425134
"100","CB","Spring",2015-04-27 14:00:00,7.2,27.4,301.4,13.11,8.16,369.251611698867
"101","CB","Spring",2015-04-27 15:00:00,7.22,27.44,286.4,13.2,8.17,350.578075072905
"102","CB","Spring",2015-04-27 16:00:00,7.17,27.5,299.1,13.06,8.15,366.899132016402
"103","CB","Spring",2015-04-27 17:00:00,7.14,27.65,317,12.66,8.14,389.350425113698
"104","CB","Spring",2015-04-27 18:00:00,6.85,27.88,314.4,12.84,8.13,390.923176270904
"105","CB","Spring",2015-04-27 19:00:00,6.35,28.73,311.2,13,8.14,395.215344503227
"106","CB","Spring",2015-04-28 20:00:00,6.53,28.82,329.4,12.94,8.12,415.155777697492
"107","CB","Spring",2015-04-28 21:00:00,6.55,28.85,327.1,12.85,8.13,411.908375289986
"108","CB","Spring",2015-04-28 22:00:00,6.61,28.78,329.3,12.81,8.13,413.627656780039
"109","CB","Spring",2015-04-28 23:00:00,6.7,28.61,332.7,12.7,8.13,416.310419629619
"110","CB","Spring",2015-04-28 00:00:00,6.82,28.37,336.5,12.55,8.12,418.933480299982
"111","CB","Spring",2015-04-28 01:00:00,6.78,28.35,339.7,12.43,8.12,423.633576476324
"112","CB","Spring",2015-04-28 02:00:00,6.69,28.45,353.7,12.22,8.1,442.775157569809
"113","CB","Spring",2015-04-28 03:00:00,6.7,28.44,340.2,12.33,8.11,425.695235220908
"114","CB","Spring",2015-04-28 04:00:00,6.69,28.41,328.6,12.46,8.13,411.354019726998
"115","CB","Spring",2015-04-28 05:00:00,6.6,28.46,325.9,12.61,8.13,409.530174116025
"116","CB","Spring",2015-04-28 06:00:00,6.6,28.42,347.4,12.23,8.11,436.547353445557
"117","CB","Spring",2015-04-28 07:00:00,6.53,28.57,332.5,12.41,8.12,419.062829643036
"118","CB","Spring",2015-04-28 08:00:00,6.51,28.71,329.4,12.48,8.13,415.507148094145
"119","CB","Spring",2015-04-28 09:00:00,6.51,28.87,325.6,12.6,8.14,410.71380515924
"120","CB","Spring",2015-04-28 10:00:00,6.5,28.94,320.3,12.73,8.15,404.199293315766
"121","CB","Spring",2015-04-28 11:00:00,6.66,28.86,318.4,12.8,8.15,399.091396261232
"122","CB","Spring",2015-04-28 12:00:00,6.95,28.76,321,12.86,8.15,397.444826471097
"123","CB","Spring",2015-04-28 13:00:00,7.38,28.6,312,12.92,8.15,379.338591609284
"124","CB","Spring",2015-04-28 14:00:00,7.43,28.1,312.8,12.79,8.14,379.50774637062
"125","CB","Spring",2015-04-28 15:00:00,7.54,28.06,300.5,13.13,8.16,362.892175871884
"126","CB","Spring",2015-04-28 16:00:00,7.62,28.04,302,13.05,8.15,363.471546479551
"127","CB","Spring",2015-04-28 17:00:00,7.56,28.07,334.1,12.54,8.12,403.127282424696
"128","CB","Spring",2015-04-28 18:00:00,7.47,28.17,314.9,12.85,8.14,381.40970100974
"129","CB","Spring",2015-04-28 19:00:00,7.74,28.18,328.3,12.65,8.12,393.124291217037
"130","CB","Spring",2015-04-29 20:00:00,7.29,28.61,325.3,12.64,8.12,397.017687852489
"131","CB","Spring",2015-04-29 21:00:00,6.98,29.02,324.3,12.72,8.13,401.021488564426
"132","CB","Spring",2015-04-29 22:00:00,7,29.04,325.7,12.7,8.13,402.412109805268
"133","CB","Spring",2015-04-29 23:00:00,7.02,29,331.5,12.57,8.13,409.231826992089
"134","CB","Spring",2015-04-29 00:00:00,6.81,29.24,329.1,12.71,8.14,409.894027160664
"135","CB","Spring",2015-04-29 01:00:00,7.51,28.37,322.9,12.52,8.14,390.438192055159
"136","CB","Spring",2015-04-29 02:00:00,7.59,28.14,318.6,12.38,8.14,383.93735354776
"137","CB","Spring",2015-04-29 03:00:00,7.27,28.3,316.3,12.41,8.14,386.360213657335
"138","CB","Spring",2015-04-29 04:00:00,6.92,28.73,332.7,12.51,8.12,412.454205657653
"139","CB","Spring",2015-04-29 05:00:00,6.65,29.08,336.7,12.41,8.12,422.20768020569
"140","CB","Spring",2015-04-29 06:00:00,7.08,28.84,336.6,12.53,8.13,414.47442911545
"141","CB","Spring",2015-04-29 07:00:00,7.01,28.69,343.7,12.31,8.11,424.47205952487
"142","CB","Spring",2015-04-29 08:00:00,6.99,28.82,338.9,12.36,8.13,418.898261845087
"143","CB","Spring",2015-04-29 09:00:00,6.91,28.94,333.5,12.44,8.13,413.620904766261
"144","CB","Spring",2015-04-29 10:00:00,6.73,29.04,334.5,12.43,8.12,418.031956085653
"145","CB","Spring",2015-04-29 11:00:00,6.8,29.19,332,12.58,8.14,413.680926986982
"146","CB","Spring",2015-04-29 12:00:00,7.09,29.17,330.1,12.54,8.14,406.298714414173
"147","CB","Spring",2015-04-29 13:00:00,7.15,29.01,323.3,12.64,8.15,396.920371392402
"148","CB","Spring",2015-04-29 14:00:00,7.31,28.96,318.2,12.75,8.15,388.023969937179
"149","CB","Spring",2015-04-29 15:00:00,7.43,28.85,311,12.95,8.16,377.323878264907
"150","CB","Spring",2015-04-29 16:00:00,7.19,28.88,302,12.95,8.17,370.143222055062
"151","CB","Spring",2015-04-29 17:00:00,6.75,29.1,308.3,12.84,8.16,384.963426969899
"152","CB","Spring",2015-04-29 18:00:00,6.56,29.53,323.2,12.68,8.14,406.825085067223
"153","CB","Spring",2015-04-29 19:00:00,6.85,29.47,326,12.69,8.14,405.346550459016
"154","CB","Spring",2015-04-30 20:00:00,6.99,29.47,322.1,12.77,8.15,398.132576395109
"155","CB","Spring",2015-04-30 21:00:00,6.45,29.49,328.7,12.53,8.14,415.677816516817
"156","CB","Spring",2015-04-30 22:00:00,6.43,29.6,338.5,12.61,8.12,428.433311013822
"157","CB","Spring",2015-04-30 23:00:00,6.58,29.68,337.2,12.59,8.13,424.088528100519
"158","CB","Spring",2015-04-30 00:00:00,6.49,29.72,335.3,12.61,8.14,423.30741033151
"159","CB","Spring",2015-04-30 01:00:00,6.73,28.88,347.1,12.58,8.13,433.778451292467
"160","CB","Spring",2015-04-30 02:00:00,7.38,27.52,331.2,12.38,8.13,402.682504939086
"161","CB","Spring",2015-04-30 03:00:00,7.39,27.69,331,12.37,8.13,402.269143333721
"162","CB","Spring",2015-04-30 04:00:00,7.19,27.85,340.1,12.17,8.11,416.84009874479
"163","CB","Spring",2015-04-30 05:00:00,6.85,29.02,338.8,12.47,8.12,421.261997839002
"164","CB","Spring",2015-04-30 06:00:00,6.86,29.28,342.9,12.41,8.12,426.179602472736
"165","CB","Spring",2015-04-30 07:00:00,7.05,28.94,339.8,12.43,8.13,418.946073693796
"166","CB","Spring",2015-04-30 08:00:00,6.96,28.8,338.9,12.36,8.12,419.430181170799
"167","CB","Spring",2015-04-30 09:00:00,6.89,28.89,346.4,12.29,8.12,429.983646551268
"168","CB","Spring",2015-04-30 10:00:00,6.83,29.06,313.4,13.03,8.15,390.009590529228
"169","CB","Spring",2015-04-30 11:00:00,6.39,29.4,327.6,12.69,8.14,415.339538999471
"170","CB","Spring",2015-04-30 12:00:00,6.66,29.56,337.8,12.66,8.13,423.407894651521
"171","CB","Spring",2015-04-30 13:00:00,7.13,29.21,NA,12.7,8.14,NA
"172","CB","Spring",2015-04-30 14:00:00,7.5,28.87,274.2,13.2,8.18,331.69231167292
"173","CB","Spring",2015-04-30 15:00:00,7.88,28.27,297.3,12.98,8.15,353.901182966744
"174","CB","Spring",2015-04-30 16:00:00,7.7,28.26,310.6,12.93,8.15,372.559184854687
"175","CB","Spring",2015-04-30 17:00:00,6.99,28.85,289.6,13.21,8.18,357.960863471045
"176","CB","Spring",2015-04-30 18:00:00,6.41,29.6,317.8,12.87,8.15,402.574130116298
"177","CB","Spring",2015-04-30 19:00:00,6.5,29.78,326.8,12.81,8.14,412.401901516055
"178","CB","Spring",2015-05-01 20:00:00,6.65,29.67,329.6,12.81,8.14,413.30457795009
"179","CB","Spring",2015-05-01 21:00:00,6.32,29.74,331.5,12.84,8.14,421.53036265909
"180","CB","Spring",2015-05-01 22:00:00,6.14,29.91,346.1,12.64,8.12,443.459177212373
"181","CB","Spring",2015-05-01 23:00:00,6.17,30.01,352.4,12.47,8.12,450.958759991899
"182","CB","Spring",2015-05-01 00:00:00,6.37,29.97,349.3,12.66,8.13,443.226156831322
"183","CB","Spring",2015-05-01 01:00:00,6.32,29.9,351.8,12.6,8.13,447.34353418844
"184","CB","Spring",2015-05-01 02:00:00,6.45,29.8,350,12.69,8.13,442.614042533879
"185","CB","Spring",2015-05-01 03:00:00,7.29,28.54,354.5,12.37,8.12,432.655303854003
"186","CB","Spring",2015-05-01 04:00:00,7.37,28.19,340.1,12.43,8.12,413.678330359939
"187","CB","Spring",2015-05-01 05:00:00,7.19,28.3,346.8,12.3,8.11,425.051885459257
"188","CB","Spring",2015-05-01 06:00:00,6.85,28.95,351,12.35,8.11,436.431408623051
"189","CB","Spring",2015-05-01 07:00:00,7.02,29.1,356.3,12.32,8.11,439.847058694664
"190","CB","Spring",2015-05-01 08:00:00,6.94,29.13,347.6,12.43,8.12,430.561595835984
"191","CB","Spring",2015-05-01 09:00:00,6.87,29.23,344.2,12.61,8.12,427.614412341192
"192","CB","Spring",2015-05-01 10:00:00,6.43,29.5,339.5,12.64,8.13,429.69899287797
"193","CB","Spring",2015-05-01 11:00:00,6.4,29.73,344.2,12.7,8.13,436.200885491222
"194","CB","Spring",2015-05-01 12:00:00,6.49,29.8,341,12.73,8.13,430.503510059782
"195","CB","Spring",2015-05-01 13:00:00,6.39,29.8,337.3,12.95,8.14,427.637443542496
"196","CB","Spring",2015-05-01 14:00:00,6.53,29.84,330.6,13.08,8.15,416.668184902219
"197","CB","Spring",2015-05-01 15:00:00,7.06,29.88,304.8,13.25,8.18,375.634961152286
"198","CB","Spring",2015-05-01 16:00:00,7.46,29.79,259.1,13.25,8.23,313.957016863408
"199","CB","Spring",2015-05-01 17:00:00,7.65,29.71,270.7,13.26,8.21,325.387310244653
"200","CB","Spring",2015-05-01 18:00:00,7.37,29.62,298,13.25,8.18,362.470280644698
"201","CB","Spring",2015-05-01 19:00:00,7.07,29.68,302.7,13.19,8.18,372.88915952309
"202","CB","Spring",2015-05-02 20:00:00,6.7,29.78,308.9,13.19,8.17,386.529271486592
"203","CB","Spring",2015-05-02 21:00:00,6.74,29.75,329.6,13.07,8.13,411.734118687794
"204","CB","Spring",2015-05-02 22:00:00,7.02,29.74,327.8,13.05,8.14,404.664231939688
"205","CB","Spring",2015-05-02 23:00:00,6.55,29.74,336,12.85,8.13,423.115909805672
"206","CB","Spring",2015-05-02 00:00:00,6.37,30.07,345.3,12.86,8.13,438.150563853007
"207","CB","Spring",2015-05-02 01:00:00,6.6,30.05,345.8,12.88,8.13,434.536772658243
"208","CB","Spring",2015-05-02 02:00:00,6.67,29.97,345.1,12.86,8.12,432.37498393581
"209","CB","Spring",2015-05-02 03:00:00,6.67,29.89,345.1,12.93,8.13,432.37498393581
"210","CB","Spring",2015-05-02 04:00:00,7.05,29.42,360.5,12.54,8.11,444.46750902476
"211","CB","Spring",2015-05-02 05:00:00,7.33,29.02,350.3,12.46,8.12,426.806577369811
"212","CB","Spring",2015-05-02 06:00:00,7.25,29.03,356.7,12.35,8.1,436.077549066702
"213","CB","Spring",2015-05-02 07:00:00,7,29.21,353.5,12.61,8.11,436.759842849745
"214","CB","Spring",2015-05-02 08:00:00,7.07,29.52,350,12.65,8.12,431.156940314111
"215","CB","Spring",2015-05-02 09:00:00,6.98,29.55,346.6,12.73,8.12,428.59712592177
"216","CB","Spring",2015-05-02 10:00:00,6.77,29.67,342.4,12.85,8.12,427.181355955596
"217","CB","Spring",2015-05-02 11:00:00,6.59,29.8,343.2,13.04,8.12,431.452044499481
"218","CB","Spring",2015-05-02 12:00:00,6.5,29.92,341.1,13.07,8.13,430.44763955669
"219","CB","Spring",2015-05-02 13:00:00,6.7,29.97,337.5,13.07,8.14,422.316701608044
"220","CB","Spring",2015-05-02 14:00:00,6.8,29.94,338.2,13.08,8.14,421.406293695775
"221","CB","Spring",2015-05-02 15:00:00,6.75,29.93,324.8,13.22,8.15,405.566399869683
"222","CB","Spring",2015-05-02 16:00:00,7.32,29.9,300.7,13.25,8.19,366.528796547979
"223","CB","Spring",2015-05-02 17:00:00,7.7,29.93,229.8,13.27,8.28,275.641019573751
"224","CB","Spring",2015-05-02 18:00:00,7.68,29.88,291.9,13.26,8.18,350.425201252972
"225","CB","Spring",2015-05-02 19:00:00,7.28,29.79,309.6,13.21,8.17,378.016233972872
"226","CB","Spring",2015-05-03 20:00:00,7.27,29.77,324.5,13.21,8.14,396.37650753021
"227","CB","Spring",2015-05-03 21:00:00,7.02,29.86,324.2,13.11,8.15,400.220085402218
"228","CB","Spring",2015-05-03 22:00:00,6.82,29.88,343.7,12.93,8.12,427.897287307887
"229","CB","Spring",2015-05-03 23:00:00,6.88,29.89,348.5,12.99,8.12,432.773384773234
"230","CB","Spring",2015-05-03 00:00:00,6.57,29.98,351.2,12.82,8.12,441.882876540736
"231","CB","Spring",2015-05-03 01:00:00,6.45,30.09,355,12.94,8.12,448.937100284363
"232","CB","Spring",2015-05-03 02:00:00,6.6,30.09,354.5,12.88,8.11,445.469305689263
"233","CB","Spring",2015-05-03 03:00:00,6.71,30.1,353.3,12.96,8.11,441.900416370928
"234","CB","Spring",2015-05-03 04:00:00,7.07,29.5,355.8,12.86,8.12,438.301826753602
"235","CB","Spring",2015-05-03 05:00:00,7.67,28.74,361.4,12.42,8.11,434.043334484361
"236","CB","Spring",2015-05-03 06:00:00,7.53,28.8,367.5,12.25,8.1,443.991011852953
"237","CB","Spring",2015-05-03 07:00:00,7.27,29.37,361,12.6,8.1,440.961230257028
"238","CB","Spring",2015-05-03 08:00:00,7.08,29.62,356.6,12.69,8.11,439.101549086659
"239","CB","Spring",2015-05-03 09:00:00,7.13,29.69,352.3,12.8,8.12,432.890186657519
"240","CB","Spring",2015-05-03 10:00:00,7.07,29.63,353.5,12.8,8.11,435.468509717252
"241","CB","Spring",2015-05-03 11:00:00,6.99,29.66,352.6,12.82,8.11,435.832183908462
"242","CB","Spring",2015-05-03 12:00:00,6.79,29.78,350.9,12.86,8.11,437.415822945351
"243","CB","Spring",2015-05-03 13:00:00,6.68,29.9,349.7,12.98,8.13,437.95301987722
"244","CB","Spring",2015-05-03 14:00:00,6.66,29.98,346.8,13.04,8.13,434.688744420212
"245","CB","Spring",2015-05-03 15:00:00,6.8,29.99,345.7,13.04,8.13,430.751495359637
"246","CB","Spring",2015-05-03 16:00:00,6.82,29.97,338.1,13.16,8.14,420.92543741285
"247","CB","Spring",2015-05-03 17:00:00,8.14,29.61,289.7,13.26,8.21,341.082336713473
"248","CB","Spring",2015-05-03 18:00:00,8.49,29.5,346.9,12.84,8.12,402.425325917464
"249","CB","Spring",2015-05-03 19:00:00,7.96,29.56,323,13.22,8.15,383.195124625679
"250","CB","Spring",2015-05-04 20:00:00,7.21,29.69,334,13.07,8.14,409.017520681228
"251","CB","Spring",2015-05-04 21:00:00,7.24,29.81,338.4,13.09,8.12,413.880228046005
"252","CB","Spring",2015-05-04 22:00:00,7.25,29.83,347.9,13.02,8.12,425.319257976747
"253","CB","Spring",2015-05-04 23:00:00,7.34,29.8,354.4,12.91,8.11,431.619416112459
"254","CB","Spring",2015-05-04 00:00:00,6.92,29.82,355.3,12.89,8.11,440.471834295654
"255","CB","Spring",2015-05-04 01:00:00,6.79,29.98,358.5,12.89,8.11,446.889633872637
"256","CB","Spring",2015-05-04 02:00:00,6.71,30,NA,12.91,8.12,NA
"257","CB","Spring",2015-05-04 03:00:00,6.81,29.99,331.4,12.89,8.12,412.758677001045
"258","CB","Spring",2015-05-04 04:00:00,7.78,28.49,336.8,12.66,8.12,402.620842804317
"259","CB","Spring",2015-05-04 05:00:00,8.04,28.39,346.4,12.58,8.11,409.567685048431
"260","CB","Spring",2015-05-04 06:00:00,8.08,28.3,348.7,12.43,8.1,411.590101024493
"261","CB","Spring",2015-05-04 07:00:00,7.89,28.5,353.7,12.43,8.1,420.860782548215
"262","CB","Spring",2015-05-04 08:00:00,7.48,29.25,354.1,12.66,8.1,428.707710459158
"263","CB","Spring",2015-05-04 09:00:00,7.5,29.53,355.7,12.77,8.11,430.280653763886
"264","CB","Spring",2015-05-04 10:00:00,7.64,29.37,351.3,12.88,8.11,422.448928107538
"265","CB","Spring",2015-05-04 11:00:00,7.16,29.46,350.1,12.92,8.11,429.641365926881
"266","CB","Spring",2015-05-04 12:00:00,7.07,29.72,349.2,12.93,8.12,430.17143873625
"267","CB","Spring",2015-05-04 13:00:00,6.87,29.78,347.7,13.08,8.12,431.962612350472
"268","CB","Spring",2015-05-04 14:00:00,7.05,29.83,343.4,13.1,8.13,423.384584186138
"269","CB","Spring",2015-05-04 15:00:00,7.01,29.91,343.8,13.11,8.13,424.595560269567
"270","CB","Spring",2015-05-04 16:00:00,7,29.92,336.8,13.21,8.13,416.126492423746
"271","CB","Spring",2015-05-04 17:00:00,7.58,29.83,344.9,13.13,8.13,415.80671294514
"272","CB","Spring",2015-05-04 18:00:00,8.02,29.78,300.6,13.25,8.18,355.716646567753
"273","CB","Spring",2015-05-04 19:00:00,7.78,29.79,321.2,13.23,8.15,383.972133933333
"274","CB","Spring",2015-05-05 20:00:00,7.57,29.78,336.6,13.14,8.13,405.972036557961
"275","CB","Spring",2015-05-05 21:00:00,7.5,29.82,346.7,13.08,8.12,419.393597582062
"276","CB","Spring",2015-05-05 22:00:00,7.41,29.82,350,13.02,8.11,425.0004188628
"277","CB","Spring",2015-05-05 23:00:00,7.46,29.86,359.4,12.92,8.11,435.492674105398
"278","CB","Spring",2015-05-05 00:00:00,7.32,29.9,363,12.85,8.1,442.46741984342
"279","CB","Spring",2015-05-05 01:00:00,6.88,29.98,362.1,12.9,8.1,449.662102227799
"280","CB","Spring",2015-05-05 02:00:00,6.79,30.09,365.9,12.84,8.1,456.114133986047
