yyyy,mm,dd,hh,SBE37_TEMP,SBE37_CON,SBE37_SALINITY,SAMICO2_TEMP,SAMI_CO2,Optode_O2,FET_PHINT,FET_PHEXT,omega-a,omega-c,TA_calc,DIC_calc,datetime,doy
2015,4,23,15,6.20955,2.7839099999999997,27.597567899570713,NA,NA,410.400390625,8.1373,8.2301,NA,NA,NA,NA,2015-04-23T19:00:00Z,113
2015,4,23,16,6.5244,2.801735,27.503199317108788,6.56,283,406.25,8.1422,8.2373,1.6494667251006843,2.6610031605801043,1993.049559182452,1847.333623149315,2015-04-23T20:00:00Z,113
2015,4,23,17,6.5416,2.8097000000000003,27.568955855754847,6.5,299.3,412.7197265625,8.1626,8.2554,1.9195362054398732,3.0958911476376905,2216.115177042746,2051.3228942855753,2015-04-23T21:00:00Z,113
2015,4,23,18,6.31145,2.812135,27.717565745379574,6.52,338.1,409.423828125,8.1527,8.2433,2.068340737818659,3.334149916565002,2441.1969424955714,2269.5667428460624,2015-04-23T22:00:00Z,113
2015,4,23,19,6.122,2.84047,28.288975969772586,5.97,354.5,407.2265625,8.1449,8.2168,2.1049578631470256,3.3882211943982377,2518.126154865306,2344.8455706365526,2015-04-23T23:00:00Z,113
2015,4,23,20,6.0646,2.850505,28.379762706797248,6.1,330.2,408.447265625,8.1569,8.231,2.075747599723004,3.3392747293767,2427.3450531196872,2253.057338305927,2015-04-24T00:00:00Z,113
2015,4,23,21,5.747199999999999,2.8716850000000003,28.91382710409178,5.66,335.3,404.052734375,8.1402,8.2036,1.9623837712450618,3.1527728852302532,2368.113489898539,2202.3834657209986,2015-04-24T01:00:00Z,113
2015,4,23,22,6.32945,2.832515,27.961645612298337,6.28,312.4,409.5458984375,8.1679,8.2362,2.068088229478715,3.3302137094482918,2354.767423124022,2179.340772589556,2015-04-24T02:00:00Z,113
2015,4,23,23,6.6326,2.696655,26.272639480839693,6.47,299.6,409.423828125,8.183,8.2536,2.0430042371317763,3.311528353576642,2313.556328081734,2142.0880741402852,2015-04-24T03:00:00Z,113
2015,4,24,0,6.6016,2.58969,25.15468261876424,6.56,280.6,405.1513671875,8.1786,8.28205,1.8160078186201956,2.958154931316524,2124.5139824241455,1970.4123739491624,2015-04-24T04:00:00Z,114
2015,4,24,1,6.5055,2.6367599999999998,25.74134813132394,6.47,288.8,405.029296875,8.1689,8.26515,1.8126063391316674,2.9456805775800134,2143.991609302913,1990.0976264788555,2015-04-24T05:00:00Z,114
2015,4,24,2,6.4437,2.6930899999999998,26.369119972771045,6.45,293.1,400.2685546875,8.1602,8.2524,1.7952164069361438,2.9092975349329024,2138.4575128402257,1985.0829980293927,2015-04-24T06:00:00Z,114
2015,4,24,3,6.2748,2.7899950000000002,27.572557467216047,6.34,311,401.3671875,8.1467,8.2251,1.834644608114751,2.9612975653870524,2210.5530310534587,2054.3014659655505,2015-04-24T07:00:00Z,114
2015,4,24,4,6.03955,2.8058050000000003,27.928626689651637,6.1,308.7,404.052734375,8.1551,8.2252,1.9043911209435185,3.06861947997803,2253.303836450013,2090.4742148745645,2015-04-24T08:00:00Z,114
2015,4,24,5,6.0995,2.82991,28.092815847461516,5.99,317.2,404.4189453125,8.151,8.21275,1.9311430006881671,3.10963599179439,2291.233822540257,2126.992044961306,2015-04-24T09:00:00Z,114
2015,4,24,6,6.06165,2.8113799999999998,27.97043161458965,5.97,320.4,400.5126953125,8.1426,8.2083,1.865531770231835,3.006076851005945,2262.6469666037124,2104.2915654168255,2015-04-24T10:00:00Z,114
2015,4,24,7,6.01485,2.8087,27.986552969469628,6.01,309.1,405.1513671875,8.1577,8.2303,1.9264732925300423,3.1042931031422603,2271.2730910537275,2106.820691499809,2015-04-24T11:00:00Z,114
2015,4,24,8,5.7941,2.837215,28.45233584284016,5.83,327.8,402.9541015625,8.1453,8.20915,1.9433917714344802,3.126702962915307,2340.6456043462454,2176.353454596295,2015-04-24T12:00:00Z,114
2015,4,24,9,5.6179,2.88002,29.08728409640535,5.52,329.7,404.1748046875,8.1385,8.1955,1.9116735386648436,3.070418586557128,2324.01086194472,2161.393651123846,2015-04-24T13:00:00Z,114
2015,4,24,10,5.6525,2.892635,29.236017664650188,5.63,324.3,406.25,8.15255,8.2041,2.0177544493502864,3.2387981383602993,2374.244691806974,2202.337459890545,2015-04-24T14:00:00Z,114
2015,4,24,11,5.691649999999999,2.900785,29.2683745213118,5.59,324,406.3720703125,8.1566,8.2024,2.05949480967585,3.305197115895551,2397.988330009516,2222.689148397635,2015-04-24T15:00:00Z,114
2015,4,24,12,5.8581,2.875675,28.856468777082306,5.72,315,408.5693359375,8.169,8.2149,2.096664857233782,3.3709547294531816,2394.0818640015655,2215.922294709356,2015-04-24T16:00:00Z,114
2015,4,24,13,6.1930499999999995,2.7503349999999998,27.14802938819024,6.1,308.2,395.3857421875,8.1634,8.22645,1.9424273151333298,3.1388397598047995,2280.7507363625728,2116.495428404954,2015-04-24T17:00:00Z,114
2015,4,24,14,6.55495,2.724005,26.59621482522538,6.39,290.6,412.4755859375,8.2013,8.2741,2.1766378780454634,3.522428282546481,2361.1077792340893,2177.4337267693045,2015-04-24T18:00:00Z,114
2015,4,24,15,6.632099999999999,2.676265,26.07279150485426,6.63,291.6,394.6533203125,8.1552,8.2465,1.7405557262277083,2.8241706845426293,2094.725191147188,1945.9473152261912,2015-04-24T19:00:00Z,114
2015,4,24,16,6.6530000000000005,2.684985,26.12173392813345,6.56,291.9,399.2919921875,8.1613,8.2552,1.7963998077272123,2.9135255111647815,2129.9867981906573,1976.7162227437009,2015-04-24T20:00:00Z,114
2015,4,24,17,6.51295,2.739805,26.838907013844537,6.65,293.5,402.34375,8.16045,8.24735,1.827065210210511,2.9550256449006587,2150.745834013423,1993.913071299376,2015-04-24T21:00:00Z,114
2015,4,24,18,6.46005,2.78548,27.450940128995178,6.63,290.8,406.494140625,8.1617,8.2495,1.845698727144495,2.978935974485457,2148.9100872787017,1989.1564992242268,2015-04-24T22:00:00Z,114
2015,4,24,19,6.4755,2.819995,27.72803420054558,6.43,291.4,408.5693359375,8.16665,8.2472,1.9090454076824057,3.0773231816337305,2185.658918484451,2020.3515001099001,2015-04-24T23:00:00Z,114
2015,4,24,20,6.31895,2.81726,27.764143772985662,6.39,290.1,408.5693359375,8.1696,8.25105,1.9198156509418043,3.0946900740266337,2194.3057510155854,2028.02457069606,2015-04-25T00:00:00Z,114
2015,4,24,21,6.20745,2.81509,27.852344793793506,6.1,290.5,406.494140625,8.1607,8.2378,1.8442795287064773,2.9725017773027735,2151.056546346454,1990.6287129913867,2015-04-25T01:00:00Z,114
2015,4,24,22,6.17585,2.838945,28.170060238979502,6.14,302.2,402.7099609375,8.1551,8.22645,1.8810227096389245,3.0289171679739266,2207.0818635146784,2044.7769767065745,2015-04-25T02:00:00Z,114
2015,4,24,23,6.289199999999999,2.87065,28.42545551647961,6.25,298.6,409.1796875,8.1682,8.2345,1.992758879427698,3.205004056804808,2260.0010841326393,2087.8256885357105,2015-04-25T03:00:00Z,114
2015,4,25,0,6.21925,2.8707900000000004,28.50131356342799,6.23,297.7,409.0576171875,8.1665,8.2292,1.9710950578005875,3.170275376755267,2244.500745902964,2073.9087671441075,2015-04-25T04:00:00Z,115
2015,4,25,1,6.5509,2.7957549999999998,27.399058628519462,6.5,297.8,399.5361328125,8.16205,8.23005,1.899321359510972,3.064962321710914,2200.688199459902,2037.5759963464714,2015-04-25T05:00:00Z,115
2015,4,25,2,6.5149,2.77984,27.260258403257595,6.5,293.4,403.564453125,8.16375,8.2419,1.8760630269662786,3.029392489394385,2175.907270978861,2014.3959561568456,2015-04-25T06:00:00Z,115
2015,4,25,3,6.4435,2.7773250000000003,27.284001005922658,6.5,299.1,401.7333984375,8.1542,8.234,1.8271084591250577,2.950439931686958,2164.485257199637,2007.5249359917698,2015-04-25T07:00:00Z,115
2015,4,25,4,6.2921,2.770755,27.32964291974622,6.28,304.9,393.4326171875,8.1467,8.2272,1.793101577943264,2.8954813793369585,2165.76082260899,2012.1975313464554,2015-04-25T08:00:00Z,115
2015,4,25,5,6.289899999999999,2.8086200000000003,27.757025845693676,6.25,308.1,397.8271484375,8.1472,8.22245,1.8417815328567286,2.968250806674399,2200.023212758897,2041.99173227017,2015-04-25T09:00:00Z,115
2015,4,25,6,6.35435,2.85656,28.212765062044525,6.3,308.6,403.9306640625,8.149,8.2209,1.878484140901851,3.0236025623399745,2218.464608294712,2056.902692639545,2015-04-25T10:00:00Z,115
2015,4,25,7,6.24785,2.831595,28.03532203099293,6.23,306.8,401.123046875,8.149750000000001,8.2263,1.8623314963103854,2.9994993345213885,2208.968159011289,2048.8294550707205,2015-04-25T11:00:00Z,115
2015,4,25,8,6.0595,2.8375,28.24655352298422,6.16,307.5,398.8037109375,8.1488,8.2224,1.8618288490210995,2.9960208469457488,2215.5204110212053,2055.034688534672,2015-04-25T12:00:00Z,115
2015,4,25,9,5.5184,2.90863,29.504033356633748,5.68,320.4,401.7333984375,8.1357,8.1883,1.8496319356094415,2.9665673774980474,2252.120418548724,2092.2800679032985,2015-04-25T13:00:00Z,115
2015,4,25,10,5.5914,2.9192299999999998,29.577457648505362,5.48,332.9,401.123046875,8.1299,8.1805,1.8721883614825077,3.003487753192313,2302.1201024113834,2142.2146793418497,2015-04-25T14:00:00Z,115
2015,4,25,11,5.71495,2.898135,29.230107510519737,5.7,326,399.658203125,8.14155,8.1951,1.930147871351714,3.0979607675681207,2318.508696310319,2153.5286882731043,2015-04-25T15:00:00Z,115
2015,4,25,12,5.7554,2.900805,29.216701255557822,5.68,328.7,399.0478515625,8.1443,8.1936,1.9758930850158007,3.1710965810754703,2355.139255627247,2186.883681946104,2015-04-25T16:00:00Z,115
2015,4,25,13,5.82735,2.90115,29.16478582232112,5.74,318.5,405.2734375,8.155,8.2047,2.012422912429579,3.230463503289224,2343.616625675475,2171.3659406029187,2015-04-25T17:00:00Z,115
2015,4,25,14,6.3652999999999995,2.7982,27.569790134658593,6.19,299.7,407.1044921875,8.1708,8.2218,1.9966169086331718,3.2183679744145626,2273.0879137184884,2102.119387085605,2015-04-25T18:00:00Z,115
2015,4,25,15,6.57605,2.797755,27.48134665692966,6.36,291.3,404.4189453125,8.17,8.24225,1.9286447966964189,3.1121417675944003,2198.526790649207,2032.279085330874,2015-04-25T19:00:00Z,115
2015,4,25,16,6.73545,2.7981949999999998,27.40190937756027,6.72,285,409.912109375,8.1732,8.2517,1.9201052372631906,3.0984610454869492,2169.575216940253,2003.1539746932763,2015-04-25T20:00:00Z,115
2015,4,25,17,6.78035,2.8369299999999997,27.695148575089682,6.54,282.4,410.888671875,8.1831,8.2592,2.012255192807897,3.2428246331918493,2209.900474665564,2035.2081060372363,2015-04-25T21:00:00Z,115
2015,4,25,18,6.51895,2.8338150000000004,27.860620136722265,6.7,306.8,413.0859375,8.14075,8.2228,1.795194978979767,2.892124617232258,2152.864933185745,1998.0109755540366,2015-04-25T22:00:00Z,115
2015,4,25,19,6.66245,2.85149,27.953911707547647,6.41,308.8,404.9072265625,8.1453,8.2201,1.8550969962661474,2.9874432944139855,2193.4367586906587,2033.9362959091688,2015-04-25T23:00:00Z,115
2015,4,25,20,6.5634999999999994,2.848625,27.957413869093802,6.52,294.7,411.0107421875,8.1639,8.2433,1.925905313763353,3.101055673814474,2199.8739404325734,2033.0205908086502,2015-04-26T00:00:00Z,115
2015,4,25,21,6.5731,2.87846,28.27232332755205,6.54,302.4,407.1044921875,8.1565,8.2344,1.9263645733889503,3.0985779015024484,2218.341930080758,2051.8157656147505,2015-04-26T01:00:00Z,115
2015,4,25,22,6.56525,2.883045,28.3567438482917,6.52,299.9,407.958984375,8.1546,8.23265,1.8949696557777524,3.0473653624586556,2191.2052718835657,2026.6518362678548,2015-04-26T02:00:00Z,115
2015,4,25,23,6.6114,2.884785,28.313538896200946,6.56,303.7,406.25,8.1504,8.2264,1.8855405844454547,3.0321759548194285,2193.601541381542,2030.2515653279556,2015-04-26T03:00:00Z,115
2015,4,26,0,6.28765,2.8911,28.582593566971497,6.36,306.1,402.7099609375,8.1533,8.2227,1.9234455139101914,3.091187702620549,2234.0715004845324,2067.754119928347,2015-04-26T04:00:00Z,116
2015,4,26,1,6.241,2.89133,28.69374440916988,6.19,311.2,404.78515625,8.15025,8.2152,1.9280101988914908,3.0978154588580846,2253.6937500774166,2087.543946354096,2015-04-26T05:00:00Z,116
2015,4,26,2,6.5859000000000005,2.85853,28.05871260022025,6.54,308.7,401.85546875,8.15715,8.2266,1.9634763243540818,3.1601564788517966,2263.3520390492145,2095.130079903403,2015-04-26T06:00:00Z,116
2015,4,26,3,6.6442499999999995,2.8156499999999998,27.5532909650513,6.61,305.4,401.4892578125,8.1497,8.2264,1.853102296186141,2.988449881704729,2187.836286262449,2028.8766981115389,2015-04-26T07:00:00Z,116
2015,4,26,4,6.5569,2.8169500000000003,27.617610983546196,6.54,313.3,400.7568359375,8.1375,8.2125,1.7968719880356596,2.897094522294015,2176.9871923409523,2023.2548567334718,2015-04-26T08:00:00Z,116
2015,4,26,5,6.43825,2.8378699999999997,27.955509767214537,6.39,316.9,399.2919921875,8.1343,8.2067,1.7986308754129827,2.896983385188708,2189.50531232299,2035.5359240858345,2015-04-26T09:00:00Z,116
2015,4,26,6,6.08885,2.85421,28.41941712888123,6.19,326.8,396.484375,8.1256,8.1932,1.7852928170788909,2.8719737838204216,2216.9466766514774,2064.5990771102665,2015-04-26T10:00:00Z,116
2015,4,26,7,6.4273,2.857005,28.181152005890684,6.3,331.3,394.8974609375,8.1266,8.1927,1.8285467172878278,2.9421253721800302,2247.9112393999235,2092.770636785069,2015-04-26T11:00:00Z,116
2015,4,26,8,6.25495,2.873325,28.492826769523745,6.25,331.3,397.5830078125,8.1196,8.1927,1.7713802721523413,2.848461270450223,2212.2158808238364,2061.2099321685114,2015-04-26T12:00:00Z,116
2015,4,26,9,6.18375,2.872655,28.511228360404573,6.19,322.9,396.97265625,8.1306,8.20325,1.8156874361469804,2.918864430355709,2220.871916649047,2065.259271573961,2015-04-26T13:00:00Z,116
2015,4,26,10,5.7858,2.888465,29.049207082387404,5.92,332.4,397.4609375,8.1204,8.1873,1.7843413772867505,2.8653442394600264,2237.0150772139386,2084.446906475623,2015-04-26T14:00:00Z,116
2015,4,26,11,5.70275,2.9280150000000003,29.551675525021857,5.66,337.7,398.5595703125,8.1224,8.1787,1.8464131004957594,2.9606312427948263,2292.4874547632526,2134.8120355099863,2015-04-26T15:00:00Z,116
2015,4,26,12,5.6788,2.92805,29.581081915840194,5.61,339,395.1416015625,8.1253,8.175,1.8799761925339304,3.014048349987169,2319.2973422595587,2159.0848856968573,2015-04-26T16:00:00Z,116
2015,4,26,13,5.829000000000001,2.9223549999999996,29.3945130412284,5.79,334.1,399.90234375,8.1377,8.186,1.9617490177217598,3.146182896575231,2355.6283554497963,2188.6471455279507,2015-04-26T17:00:00Z,116
2015,4,26,14,6.7517,2.74324,26.638727917866458,6.43,324.8,396.728515625,8.146,8.2129,1.9197311668489419,3.0998886651347513,2295.687200552712,2134.693914005305,2015-04-26T18:00:00Z,116
2015,4,26,15,6.8843499999999995,2.7725400000000002,26.913204197466857,6.76,307.9,398.0712890625,8.1442,8.2297,1.8020540594544214,2.9127883643267225,2161.437139998607,2007.930031420443,2015-04-26T19:00:00Z,116
2015,4,26,16,6.758,2.77305,26.96704815402441,6.83,309.2,395.99609375,8.138349999999999,8.2273,1.7617471631342745,2.8466175235186366,2140.7635788919997,1990.3657949385977,2015-04-26T20:00:00Z,116
2015,4,26,17,6.633900000000001,2.8185849999999997,27.57895718474345,6.65,315.7,400.390625,8.1331,8.21135,1.7739862024901494,2.860921717094299,2166.67658391146,2015.1333009037344,2015-04-26T21:00:00Z,116
2015,4,26,18,6.3172,2.85102,28.19656226272487,6.34,312.8,409.423828125,8.14205,8.2112,1.8430153002778178,2.9661659584739484,2210.749593710727,2052.4200733868256,2015-04-26T22:00:00Z,116
2015,4,26,19,5.7404,2.939035,29.656272719264024,5.57,311.2,411.4990234375,8.1568,8.20415,1.9984569352135328,3.2039439572527857,2310.656264333738,2137.6939223551585,2015-04-26T23:00:00Z,116
2015,4,26,20,6.2416,2.921735,28.96288331439586,6.03,315.2,411.865234375,8.1517,8.2051,1.9869587353683782,3.1876521980401225,2299.7746143388886,2128.5817778965734,2015-04-27T00:00:00Z,116
2015,4,26,21,6.27985,2.9128049999999996,28.922371311228964,6.32,307.3,407.958984375,8.154,8.21995,1.948451666755225,3.1280425464028725,2252.033051912109,2083.2573732681544,2015-04-27T01:00:00Z,116
2015,4,26,22,6.04115,2.917585,29.164540015775163,6.03,315.3,406.005859375,8.1424,8.2056,1.8929295543409912,3.0374661892619237,2247.081985543652,2083.3893309208424,2015-04-27T02:00:00Z,116
2015,4,26,23,5.60135,2.912335,29.41884696513864,5.97,318.5,405.8837890625,8.1406,8.20245,1.8871728211981391,3.02701054284556,2265.5240679574304,2102.516617195531,2015-04-27T03:00:00Z,116
2015,4,27,0,5.5931,2.94123,29.779159852785114,5.59,335.5,400.2685546875,8.13125,8.181,1.9163315962603797,3.070580015965386,2334.18119939725,2170.351225485982,2015-04-27T04:00:00Z,117
2015,4,27,1,5.5414,2.939095,29.825493584459927,5.57,334,401.85546875,8.13775,8.1836,1.9641243035683245,3.146983735712352,2364.894008579136,2197.1514403336196,2015-04-27T05:00:00Z,117
2015,4,27,2,5.630750000000001,2.9500450000000003,29.85604490041511,5.46,345.9,399.2919921875,8.1258,8.165,1.9300424533173162,3.0925472050943865,2370.1500774287492,2206.4941571554286,2015-04-27T06:00:00Z,117
2015,4,27,3,6.8143,2.747705,26.65073917433635,6.7,312.7,398.3154296875,8.1561,8.2271,1.9286808447796708,3.1178583859616698,2263.0087736240907,2100.4363517917,2015-04-27T07:00:00Z,117
2015,4,27,4,6.8233999999999995,2.76935,26.915212764856943,NA,NA,400.2685546875,8.1472,8.2318,NA,NA,NA,NA,2015-04-27T08:00:00Z,117
2015,4,27,5,6.71325,2.8047050000000002,27.43616063115905,6.67,286.9,399.2919921875,8.1424,8.22235,1.680199329451656,2.710887893715334,2018.2799627075274,1870.6752045690105,2015-04-27T09:00:00Z,117
2015,4,27,6,6.8275500000000005,2.79974,27.30404090812418,6.81,298.9,393.06640625,8.1334,8.2201,1.6752450766626121,2.7037524393268115,2051.8762460543544,1906.3563606970172,2015-04-27T10:00:00Z,117
2015,4,27,7,6.34745,2.84631,28.194020707729955,6.47,325.6,392.4560546875,8.11435,8.193,1.690206163998784,2.7206947922098244,2140.5057537213547,1995.7061704408413,2015-04-27T11:00:00Z,117
2015,4,27,8,6.494999999999999,2.855505,28.100914473703796,6.54,322.9,400.0244140625,8.12895,8.2052,1.7980521425683318,2.894058966149156,2201.640487735423,2048.0372322625976,2015-04-27T12:00:00Z,117
2015,4,27,9,6.3063,2.8693049999999998,28.396212794646473,6.28,329.6,396.240234375,8.1233,8.1966,1.7905864051052598,2.8800205219393455,2219.9832941480126,2067.40665006886,2015-04-27T13:00:00Z,117
2015,4,27,10,6.1895,2.876805,28.549084653703815,6.3,324.8,398.92578125,8.132249999999999,8.20475,1.8414679642383458,2.9603115923445413,2242.3450673469133,2084.951845779783,2015-04-27T14:00:00Z,117
2015,4,27,11,6.15875,2.90097,28.875503103949917,6.14,340.2,391.7236328125,8.1137,8.18115,1.7813381976534608,2.8608218135648995,2243.978380011013,2092.5312591043626,2015-04-27T15:00:00Z,117
2015,4,27,12,6.3607,2.91576,28.884018807714494,6.21,336.2,397.8271484375,8.1268,8.1933,1.8829201027408928,3.0230673571344333,2292.5664309581994,2132.5140605644356,2015-04-27T16:00:00Z,117
2015,4,27,13,6.39525,2.901965,28.701973246490518,6.34,329.2,400.87890625,8.1371,8.2014,1.928216642795979,3.0978756873802413,2300.2738224847867,2136.2600683895257,2015-04-27T17:00:00Z,117
2015,4,27,14,6.69835,2.8795,28.15761482517952,6.65,323.5,400.5126953125,8.13905,8.2115,1.9050010404728548,3.0651229132067,2261.3003005476753,2099.215922285807,2015-04-27T18:00:00Z,117
2015,4,27,15,6.98415,2.82926,27.404908561225604,6.92,324.7,391.9677734375,8.132,8.21175,1.830150088086871,2.9516702847661964,2216.115357919386,2061.253443618899,2015-04-27T19:00:00Z,117
2015,4,27,16,7.032,2.820565,27.28813307746797,6.96,325.7,391.2353515625,8.1276,8.211,1.7963262301460396,2.898200468741509,2195.2902619440815,2043.345203548519,2015-04-27T20:00:00Z,117
2015,4,27,17,7.0463000000000005,2.82982,27.330157048780688,6.98,309.4,403.1982421875,8.1453,8.2275,1.8533633587611527,2.989522600620341,2184.2475129744444,2025.8035856648592,2015-04-27T21:00:00Z,117
2015,4,27,18,7.20745,2.8453749999999998,27.407522558355403,7.16,301.4,409.7900390625,8.15995,8.2429,1.9445897572099522,3.1353120064214117,2211.070001937963,2044.321464433548,2015-04-27T22:00:00Z,117
2015,4,27,19,7.18375,2.84845,27.43457711464694,7.25,286.4,412.353515625,8.17205,8.25675,1.9562888674089263,3.153662620358194,2170.1179837108475,2000.4181948829794,2015-04-27T23:00:00Z,117
2015,4,27,20,7.16925,2.852185,27.51068705672364,7.12,299.1,408.0810546875,8.1503,8.2349,1.8499533623993925,2.9816615815301604,2143.456029324231,1983.5186824095447,2015-04-28T00:00:00Z,117
2015,4,27,21,7.258,2.86376,27.5700550474561,7.25,317,395.751953125,8.1354,8.2227,1.8353362899353416,2.956577498741792,2186.1480276952516,2029.27723550955,2015-04-28T01:00:00Z,117
2015,4,27,22,6.98025,2.8659600000000003,27.81698668126211,6.94,314.4,401.123046875,8.13345,8.218,1.798556627797163,2.895959412081393,2163.90319172844,2009.3528780430556,2015-04-28T02:00:00Z,117
2015,4,27,23,6.2817,2.91284,28.877746828858143,6.34,311.2,406.1279296875,8.1423,8.21615,1.864654868828032,2.99527774715712,2208.5662067945523,2047.1648420354688,2015-04-28T03:00:00Z,117
2015,4,28,0,6.56035,2.9250499999999997,28.822721490495645,6.47,329.4,404.296875,8.1245,8.1931,1.8337634119513035,2.9439431399766,2231.474229680413,2074.325191795404,2015-04-28T04:00:00Z,118
2015,4,28,1,6.5484,2.929395,28.849768145856594,6.5,327.1,401.4892578125,8.1322,8.2006,1.8896614164242234,3.0333364889269308,2260.593544575928,2098.74589426785,2015-04-28T05:00:00Z,118
2015,4,28,2,6.6037,2.926895,28.782749501734656,6.56,329.3,400.2685546875,8.1326,8.1973,1.9059295258578381,3.0599648087518383,2276.385893011819,2113.6414349366773,2015-04-28T06:00:00Z,118
2015,4,28,3,6.697900000000001,2.9188400000000003,28.614643083966026,6.67,332.7,396.97265625,8.128,8.1911,1.882739998238465,3.024079047329051,2269.12998401211,2108.8502804095538,2015-04-28T07:00:00Z,118
2015,4,28,4,6.829000000000001,2.90273,28.33393208970491,6.7,336.5,392.333984375,8.1232,8.1865,1.85708527847342,2.984983869898694,2261.0331654839842,2103.5938159755833,2015-04-28T08:00:00Z,118
2015,4,28,5,6.7898499999999995,2.90154,28.3592079511327,6.74,339.7,388.3056640625,8.1175,8.1842,1.8250585582645553,2.933829689097103,2250.339964295487,2095.828724418711,2015-04-28T09:00:00Z,118
2015,4,28,6,6.6899,2.903575,28.458338527239658,6.65,353.7,381.8359375,8.1011,8.16785,1.760282634108132,2.829094650700096,2247.225907088916,2099.2430077578124,2015-04-28T10:00:00Z,118
2015,4,28,7,6.6975,2.902405,28.438440657551194,6.65,340.2,385.25390625,8.1147,8.182,1.8013116786405305,2.895117046692852,2238.280152009626,2085.5797717402515,2015-04-28T11:00:00Z,118
2015,4,28,8,6.692,2.8991350000000002,28.40879860534207,6.67,328.6,389.404296875,8.13095,8.1993,1.8736452883033226,3.0116733813391727,2254.852192694632,2095.232098328241,2015-04-28T12:00:00Z,118
2015,4,28,9,6.60025,2.8978149999999996,28.456277889126216,6.54,325.9,393.9208984375,8.1316,8.2007,1.8610814387738894,2.99137027363064,2241.824176387208,2082.846807005343,2015-04-28T13:00:00Z,118
2015,4,28,10,6.59815,2.89289,28.404730145611616,6.56,347.4,382.2021484375,8.1075,8.1789,1.7734128618053746,2.8508937209804732,2244.001700443017,2094.451421028693,2015-04-28T14:00:00Z,118
2015,4,28,11,6.5249500000000005,2.902575,28.585035583804135,6.52,332.5,387.6953125,8.1241,8.1954,1.8343646026798943,2.9475585276448455,2244.766387974025,2088.4963616524606,2015-04-28T15:00:00Z,118
2015,4,28,12,6.5064,2.91284,28.712482653343116,6.5,329.4,390.0146484375,8.12685,8.19765,1.8471106404834814,2.9666249152365216,2243.247650779128,2085.3294102489513,2015-04-28T16:00:00Z,118
2015,4,28,13,6.50905,2.92753,28.8644826510086,6.47,325.6,393.798828125,8.1353,8.2014,1.9056316841540992,3.0589393148603783,2268.545513290176,2105.2781368417327,2015-04-28T17:00:00Z,118
2015,4,28,14,6.500299999999999,2.934125,28.9405173203067,6.45,320.3,397.705078125,8.1455,8.20715,1.9683985398282153,3.1589336645904407,2292.868222369216,2123.925064116013,2015-04-28T18:00:00Z,118
2015,4,28,15,6.6953499999999995,2.938535,28.847297626803382,6.52,318.4,400.146484375,8.1493,8.2089,1.996241574860995,3.2037962907282376,2298.5409509875894,2127.2130071141773,2015-04-28T19:00:00Z,118
2015,4,28,16,6.88965,2.944955,28.775026805036283,6.83,321,401.7333984375,8.151,8.2136,2.0429273393957277,3.2784811941417202,2323.7775365588723,2149.085517162281,2015-04-28T20:00:00Z,118
2015,4,28,17,7.390549999999999,2.967185,28.59997951762836,7.12,312,403.6865234375,8.1514,8.2167,2.008842751907722,3.223593231118303,2257.368382108727,2084.0832740103106,2015-04-28T21:00:00Z,118
2015,4,28,18,7.43005,2.927375,28.08983839047812,7.36,312.8,399.7802734375,8.14275,8.2119,1.9136102268795168,3.0761678413260407,2204.7818588139057,2040.058731891313,2015-04-28T22:00:00Z,118
2015,4,28,19,7.5375,2.93149,28.054944431625756,7.54,300.5,410.15625,8.158,8.2322,1.9776115369756848,3.178936945112951,2203.337477907511,2032.0768775607778,2015-04-28T23:00:00Z,118
2015,4,28,20,7.6179,2.936095,28.045976213791505,7.6,302,407.71484375,8.15245,8.22725,1.9417820735025582,3.1211323150579253,2182.0321379484694,2013.6851041799093,2015-04-29T00:00:00Z,118
2015,4,28,21,7.60985,2.935925,28.062395406117812,7.56,334.1,391.9677734375,8.1152,8.19265,1.8078520241567158,2.9058260648816003,2190.9193186362036,2036.8624178055406,2015-04-29T01:00:00Z,118
2015,4,28,22,7.50985,2.94461,28.168063004220627,7.23,314.9,401.4892578125,8.1382,8.2141,1.8928704548083644,3.041818322723399,2194.7288104494532,2031.6634849940253,2015-04-29T02:00:00Z,118
2015,4,28,23,7.7551000000000005,2.95853,28.167735882273227,7.71,328.3,395.263671875,8.1189,8.2012,1.8212759811416843,2.925428793458258,2173.8834001921596,2017.682046592098,2015-04-29T03:00:00Z,118
2015,4,29,0,7.36115,2.962555,28.53290887414087,7.32,325.3,395.01953125,8.1227,8.2026,1.8304727996808063,2.9376315249733183,2185.638270713529,2027.8875515716993,2015-04-29T04:00:00Z,119
2015,4,29,1,6.9791,2.9793250000000002,29.036743845682757,7.01,324.3,397.4609375,8.1284,8.2013,1.8756774961151401,3.007210579813619,2220.4879177032235,2058.5160377135503,2015-04-29T05:00:00Z,119
2015,4,29,2,6.9991,2.981925,29.046244574386208,6.92,325.7,396.8505859375,8.13375,8.2015,1.9320677846345682,3.0973469684065,2260.223758979195,2093.985756744549,2015-04-29T06:00:00Z,119
2015,4,29,3,7.0255,2.9796500000000004,29.00517369365725,6.98,331.5,392.7001953125,8.1264,8.1903,1.9011376610325479,3.048084068170737,2256.567206018723,2093.503849541336,2015-04-29T07:00:00Z,119
