WaterBody,DateTime,TimeRoundMinute,Temp,Salinity,CO2,DO,pH
CBB,11/9/2016 18:00,6:00:00 PM,25.16,19.64,477.7,,8.18
CBB,11/9/2016 19:00,7:00:00 PM,25.12,19.38,447.2,,8.2
CBB,11/9/2016 20:00,8:00:00 PM,25.07,19.22,418.6,,8.21
CBB,11/9/2016 21:00,9:00:00 PM,24.97,19.16,417.9,,8.21
CBB,11/9/2016 22:00,10:00:00 PM,25.04,20.35,423.7,,8.2
CBB,11/9/2016 23:00,11:00:00 PM,25.3,26.47,429.8,,8.19
CBB,11/9/2016 0:00,12:00:00 AM,25.33,29.26,441.2,,8.14
CBB,11/9/2016 1:00,1:00:00 AM,25.31,29.43,437.3,,8.12
CBB,11/9/2016 2:00,2:00:00 AM,25.28,29.45,410.7,,8.13
CBB,11/9/2016 3:00,3:00:00 AM,25.23,29.41,396.8,,8.13
CBB,11/9/2016 4:00,4:00:00 AM,24.89,26.24,402.4,,8.1
CBB,11/9/2016 5:00,5:00:00 AM,24.74,24.31,400.3,,8.13
CBB,11/9/2016 6:00,6:00:00 AM,24.64,23.11,397.8,,8.16
CBB,11/9/2016 7:00,7:00:00 AM,24.51,22.65,406.1,,8.17
CBB,11/9/2016 8:00,8:00:00 AM,24.44,22.24,409.7,,8.17
CBB,11/9/2016 9:00,9:00:00 AM,24.32,21.86,417,,8.17
CBB,11/9/2016 10:00,10:00:00 AM,24.08,20.75,423.5,,8.17
CBB,11/9/2016 11:00,11:00:00 AM,24.09,20.79,428.8,,8.19
CBB,11/9/2016 12:00,12:00:00 PM,24.02,20.44,418.4,,8.19
CBB,11/9/2016 13:00,1:00:00 PM,23.98,20.33,418.6,,8.2
CBB,11/9/2016 14:00,2:00:00 PM,23.99,20.2,415.4,,8.2
CBB,11/9/2016 15:00,3:00:00 PM,23.96,20.07,420.7,,8.21
CBB,11/9/2016 16:00,4:00:00 PM,23.92,19.79,416.2,,8.21
CBB,11/9/2016 17:00,5:00:00 PM,23.87,19.86,419.9,,8.22
CBB,11/10/2016 18:00,6:00:00 PM,23.78,19.45,427.8,,8.21
CBB,11/10/2016 19:00,7:00:00 PM,23.76,19.55,439.2,,8.21
CBB,11/10/2016 20:00,8:00:00 PM,23.68,19.44,447.4,,8.21
CBB,11/10/2016 21:00,9:00:00 PM,23.88,20.31,461.3,,8.19
CBB,11/10/2016 22:00,10:00:00 PM,24.5,27.26,454.5,,8.22
CBB,11/10/2016 23:00,11:00:00 PM,24.75,28.87,420.3,,8.16
CBB,11/10/2016 0:00,12:00:00 AM,24.76,28.88,410.3,,8.16
CBB,11/10/2016 1:00,1:00:00 AM,24.7,28.83,410.1,,8.16
CBB,11/10/2016 2:00,2:00:00 AM,24.62,28.78,412.3,,8.16
CBB,11/10/2016 3:00,3:00:00 AM,24.52,28.71,410.8,,8.16
CBB,11/10/2016 4:00,4:00:00 AM,24.16,28.5,413,,8.15
CBB,11/10/2016 5:00,5:00:00 AM,24.1,28.46,415.1,,8.15
CBB,11/10/2016 6:00,6:00:00 AM,23.91,28.38,414.6,,8.15
CBB,11/10/2016 7:00,7:00:00 AM,23.88,28.39,419,,8.15
CBB,11/10/2016 8:00,8:00:00 AM,23.81,28.38,421.3,,8.15
CBB,11/10/2016 9:00,9:00:00 AM,23.78,28.36,420.2,,8.14
CBB,11/10/2016 10:00,10:00:00 AM,23.69,27.63,419.2,,8.14
CBB,11/10/2016 11:00,11:00:00 AM,23.5,33.19,418.8,,8.21
CBB,11/10/2016 12:00,12:00:00 PM,23.34,35.31,419,,8.24
CBB,11/10/2016 13:00,1:00:00 PM,23.34,30.29,417.3,,8.18
CBB,11/10/2016 14:00,2:00:00 PM,23.4,32.06,417,,8.21
CBB,11/10/2016 15:00,3:00:00 PM,23.41,29.55,422.4,,8.17
CBB,11/10/2016 16:00,4:00:00 PM,23.42,27.3,422.8,,8.14
CBB,11/10/2016 17:00,5:00:00 PM,23.34,28.84,429.3,,8.16
CBB,11/11/2016 18:00,6:00:00 PM,23.09,27,422.9,,8.15
CBB,11/11/2016 19:00,7:00:00 PM,22.84,25.88,424.9,,8.15
CBB,11/11/2016 20:00,8:00:00 PM,22.76,25.53,434.4,,8.17
CBB,11/11/2016 21:00,9:00:00 PM,22.61,24.62,443.1,,8.16
CBB,11/11/2016 22:00,10:00:00 PM,22.4,23.69,447.2,,8.17
CBB,11/11/2016 23:00,11:00:00 PM,22.71,24.81,452.4,,8.2
CBB,11/11/2016 0:00,12:00:00 AM,23.07,25.81,439.5,,8.15
CBB,11/11/2016 1:00,1:00:00 AM,23.27,26.99,430.5,,8.15
CBB,11/11/2016 2:00,2:00:00 AM,23.62,27.86,416.5,,8.15
CBB,11/11/2016 3:00,3:00:00 AM,22.91,26.17,424.3,,8.14
CBB,11/11/2016 4:00,4:00:00 AM,22.51,25.32,428.6,,8.15
CBB,11/11/2016 5:00,5:00:00 AM,22.27,24.23,431.6,,8.16
CBB,11/11/2016 6:00,6:00:00 AM,22.13,23.88,437.1,,8.17
CBB,11/11/2016 7:00,7:00:00 AM,21.84,23.31,442.5,,8.17
CBB,11/11/2016 8:00,8:00:00 AM,21.8,23.1,452.6,,8.18
CBB,11/11/2016 9:00,9:00:00 AM,21.67,22.27,463.3,,8.16
CBB,11/11/2016 10:00,10:00:00 AM,21.55,21.73,463.4,,8.17
CBB,11/11/2016 11:00,11:00:00 AM,21.58,21.72,465.6,,8.18
CBB,11/11/2016 12:00,12:00:00 PM,21.56,21.26,457.3,,8.19
CBB,11/11/2016 13:00,1:00:00 PM,21.65,21.23,450,,8.2
CBB,11/11/2016 14:00,2:00:00 PM,21.88,22.36,439.2,,8.19
CBB,11/11/2016 15:00,3:00:00 PM,21.8,21.19,408.3,,8.21
CBB,11/11/2016 16:00,4:00:00 PM,21.84,21.15,407.8,,8.23
CBB,11/11/2016 17:00,5:00:00 PM,21.81,21.11,419.7,,8.24
CBB,11/12/2016 18:00,6:00:00 PM,21.84,21.03,432.6,,8.23
CBB,11/12/2016 19:00,7:00:00 PM,21.71,20.44,434.4,,8.21
CBB,11/12/2016 20:00,8:00:00 PM,21.69,20.35,430.3,,8.22
CBB,11/12/2016 21:00,9:00:00 PM,21.69,20.65,437.7,,8.24
CBB,11/12/2016 22:00,10:00:00 PM,21.61,20.58,436.8,,8.23
CBB,11/12/2016 23:00,11:00:00 PM,21.55,20.35,443.5,,8.23
CBB,11/12/2016 0:00,12:00:00 AM,21.49,20.27,444.6,,8.22
CBB,11/12/2016 1:00,1:00:00 AM,21.38,20.23,446.1,,8.23
CBB,11/12/2016 2:00,2:00:00 AM,21.37,20.09,445.8,,8.22
CBB,11/12/2016 3:00,3:00:00 AM,21.43,19.47,446.4,,8.22
CBB,11/12/2016 4:00,4:00:00 AM,21.49,19.73,442.35,,8.23
CBB,11/12/2016 5:00,5:00:00 AM,21.45,19.2,438.3,,8.22
CBB,11/12/2016 6:00,6:00:00 AM,21.41,19.12,453.3,,8.22
CBB,11/12/2016 7:00,7:00:00 AM,21.34,19.39,461.6,,8.23
CBB,11/12/2016 8:00,8:00:00 AM,21.23,19.6,454.1,,8.22
CBB,11/12/2016 9:00,9:00:00 AM,21.14,19.5,448.9,,8.22
CBB,11/12/2016 10:00,10:00:00 AM,21.09,18.43,454.2,,8.21
CBB,11/12/2016 11:00,11:00:00 AM,21.2,18.85,454.4,,8.23
CBB,11/12/2016 12:00,12:00:00 PM,21.22,18.28,455.3,,8.22
CBB,11/12/2016 13:00,1:00:00 PM,21.39,19.79,433.8,,8.22
CBB,11/12/2016 14:00,2:00:00 PM,22.34,24.43,422.4,,8.25
CBB,11/12/2016 15:00,3:00:00 PM,23.18,27.69,401.4,,8.2
CBB,11/12/2016 16:00,4:00:00 PM,23.51,28,391.9,,8.18
CBB,11/12/2016 17:00,5:00:00 PM,23.52,28,390.9,,8.18
CBB,11/13/2016 18:00,6:00:00 PM,23.51,28.01,392.8,,8.18
CBB,11/13/2016 19:00,7:00:00 PM,23.51,28.02,397.9,,8.18
CBB,11/13/2016 20:00,8:00:00 PM,23.39,27.87,407.9,,8.17
CBB,11/13/2016 21:00,9:00:00 PM,23.38,27.84,416.4,,8.17
CBB,11/13/2016 22:00,10:00:00 PM,23.35,27.81,415.5,,8.17
CBB,11/13/2016 23:00,11:00:00 PM,23.23,27.64,417.3,,8.17
CBB,11/13/2016 0:00,12:00:00 AM,22.44,25.09,407.4,,8.15
CBB,11/13/2016 1:00,1:00:00 AM,22.4,25.4,405,,8.18
CBB,11/13/2016 2:00,2:00:00 AM,22.11,24.26,409.3,,8.17
CBB,11/13/2016 3:00,3:00:00 AM,21.95,23.31,412.2,,8.16
CBB,11/13/2016 4:00,4:00:00 AM,21.79,22.33,399.4,,8.19
CBB,11/13/2016 5:00,5:00:00 AM,21.71,21.6,407.7,,8.2
CBB,11/13/2016 6:00,6:00:00 AM,21.82,22.05,420.1,,8.23
CBB,11/13/2016 7:00,7:00:00 AM,21.63,21.41,428.3,,8.2
CBB,11/13/2016 8:00,8:00:00 AM,21.64,21.49,433.1,,8.21
CBB,11/13/2016 9:00,9:00:00 AM,21.59,21.44,443,,8.21
CBB,11/13/2016 10:00,10:00:00 AM,21.51,20.51,443.7,,8.2
CBB,11/13/2016 11:00,11:00:00 AM,21.39,18.76,439.2,,8.19
CBB,11/13/2016 12:00,12:00:00 PM,21.44,19.04,439.2,,8.21
CBB,11/13/2016 13:00,1:00:00 PM,21.77,23.03,425.5,,8.21
CBB,11/13/2016 14:00,2:00:00 PM,22.83,27.11,406.7,,8.19
CBB,11/13/2016 15:00,3:00:00 PM,23.31,28,390.9,,8.17
CBB,11/13/2016 16:00,4:00:00 PM,23.32,27.92,386,,8.18
CBB,11/13/2016 17:00,5:00:00 PM,23.39,28.24,384.4,,8.18
CBB,11/14/2016 18:00,6:00:00 PM,23.39,28.26,385.7,,8.18
CBB,11/14/2016 19:00,7:00:00 PM,23.57,29.03,381.1,,8.19
CBB,11/14/2016 20:00,8:00:00 PM,23.29,28.51,376.9,,8.18
CBB,11/14/2016 21:00,9:00:00 PM,23.3,28.54,383.3,,8.19
CBB,11/14/2016 22:00,10:00:00 PM,23.16,28.26,383,,8.19
CBB,11/14/2016 23:00,11:00:00 PM,23.27,28.54,392.6,,8.2
CBB,11/14/2016 0:00,12:00:00 AM,23.29,28.74,385.7,,8.19
CBB,11/14/2016 1:00,1:00:00 AM,23.32,28.78,387.2,,8.19
CBB,11/14/2016 2:00,2:00:00 AM,23.26,28.67,393.5,,8.19
CBB,11/14/2016 3:00,3:00:00 AM,23.27,28.69,398.6,,8.18
CBB,11/14/2016 4:00,4:00:00 AM,22.7,27.15,396.5,,8.16
CBB,11/14/2016 5:00,5:00:00 AM,22.14,25.42,398.5,,8.16
CBB,11/14/2016 6:00,6:00:00 AM,21.94,24.38,409,,8.17
CBB,11/14/2016 7:00,7:00:00 AM,21.93,23.8,415.3,,8.17
CBB,11/14/2016 8:00,8:00:00 AM,21.74,23.25,421.9,,8.18
CBB,11/14/2016 9:00,9:00:00 AM,21.66,22.86,426.7,,8.19
CBB,11/14/2016 10:00,10:00:00 AM,21.65,22.81,430.4,,8.2
CBB,11/14/2016 11:00,11:00:00 AM,21.61,22.16,432.2,,8.19
CBB,11/14/2016 12:00,12:00:00 PM,21.7,20.58,426.8,,8.19
CBB,11/14/2016 13:00,1:00:00 PM,21.91,20.36,420,,8.21
CBB,11/14/2016 14:00,2:00:00 PM,21.83,22.47,415.7,,8.24
CBB,11/14/2016 15:00,3:00:00 PM,23.17,28.27,356.5,,8.24
CBB,11/14/2016 16:00,4:00:00 PM,23.28,28.22,342.2,,8.23
CBB,11/14/2016 17:00,5:00:00 PM,23.28,28.32,340,,8.23
CBB,11/15/2016 18:00,6:00:00 PM,23.37,28.51,343.5,,8.23
CBB,11/15/2016 19:00,7:00:00 PM,23.4,28.39,346.1,,8.23
CBB,11/15/2016 20:00,8:00:00 PM,23.42,28.36,351.2,,8.22
CBB,11/15/2016 21:00,9:00:00 PM,23.3,27.81,354,,8.21
CBB,11/15/2016 22:00,10:00:00 PM,23.2,27.75,353.7,,8.22
CBB,11/15/2016 23:00,11:00:00 PM,23.29,27.9,359.1,,8.23
CBB,11/15/2016 0:00,12:00:00 AM,23.14,27.68,361.1,,8.22
CBB,11/15/2016 1:00,1:00:00 AM,23.19,27.74,362.1,,8.23
CBB,11/15/2016 2:00,2:00:00 AM,23.16,27.81,370,,8.23
CBB,11/15/2016 3:00,3:00:00 AM,23.2,27.96,372.7,,8.23
CBB,11/15/2016 4:00,4:00:00 AM,23.17,27.99,370.7,,8.22
CBB,11/15/2016 5:00,5:00:00 AM,23.06,27.97,370.5,,8.22
CBB,11/15/2016 6:00,6:00:00 AM,22.78,27.68,378.2,,8.21
CBB,11/15/2016 7:00,7:00:00 AM,22.63,27.86,380.3,,8.22
CBB,11/15/2016 8:00,8:00:00 AM,22.47,26.95,383.4,,8.19
CBB,11/15/2016 9:00,9:00:00 AM,22.39,26.18,385,,8.19
CBB,11/15/2016 10:00,10:00:00 AM,22.33,25.15,379.6,,8.2
CBB,11/15/2016 11:00,11:00:00 AM,22.35,24.59,382.3,,8.21
CBB,11/15/2016 12:00,12:00:00 PM,22.4,24.37,387.7,,8.21
CBB,11/15/2016 13:00,1:00:00 PM,22.47,23.99,390.8,,8.21
CBB,11/15/2016 14:00,2:00:00 PM,22.7,22.22,389.4,,8.21
CBB,11/15/2016 15:00,3:00:00 PM,22.63,23.18,383.2,,8.24
CBB,11/16/2016 18:00,6:00:00 PM,23.69,28.44,340.9,,8.18
CBB,11/16/2016 19:00,7:00:00 PM,23.8,28.65,339.4,,8.19
CBB,11/16/2016 20:00,8:00:00 PM,23.71,28.87,332,,8.19
CBB,11/16/2016 21:00,9:00:00 PM,23.73,28.88,330.6,,8.2
CBB,11/16/2016 22:00,10:00:00 PM,23.71,29.16,334.6,,8.18
CBB,11/16/2016 23:00,11:00:00 PM,23.68,29.43,341.8,,8.16
CBB,11/16/2016 0:00,12:00:00 AM,23.72,29.58,351.3,,8.15
CBB,11/16/2016 1:00,1:00:00 AM,23.69,29.6,361.4,,8.14
CBB,11/16/2016 2:00,2:00:00 AM,23.61,29.3,365,,8.13
CBB,11/16/2016 3:00,3:00:00 AM,23.68,29.62,366.4,,8.12
CBB,11/16/2016 4:00,4:00:00 AM,23.65,29.67,371.2,,8.12
CBB,11/16/2016 5:00,5:00:00 AM,23.6,29.59,368.7,,8.14
CBB,11/16/2016 6:00,6:00:00 AM,23.65,29.71,373.8,,8.13
CBB,11/16/2016 7:00,7:00:00 AM,23.31,28.75,369.1,,8.15
CBB,11/16/2016 8:00,8:00:00 AM,22.93,28.14,370,,8.15
CBB,11/16/2016 9:00,9:00:00 AM,22.81,22.72,371.5,,8.09
CBB,11/16/2016 10:00,10:00:00 AM,22.77,18.86,371.2,,8.04
CBB,11/16/2016 11:00,11:00:00 AM,22.73,25.37,367.6,,8.17
CBB,11/16/2016 12:00,12:00:00 PM,22.81,22.55,368.5,,8.15
CBB,11/16/2016 13:00,1:00:00 PM,22.89,24.11,367.9,,8.19
CBB,11/16/2016 14:00,2:00:00 PM,23.07,23.11,368.9,,8.19
CBB,11/16/2016 15:00,3:00:00 PM,23.06,24.1,363.3,,8.18
CBB,11/16/2016 16:00,4:00:00 PM,24.08,30.07,374.1,,8.23
CBB,11/16/2016 17:00,5:00:00 PM,24.25,30.96,366.5,,8.16
CBB,11/17/2016 18:00,6:00:00 PM,24.39,31.18,366.8,,8.13
CBB,11/17/2016 19:00,7:00:00 PM,24.47,31.12,371.3,,8.12
CBB,11/17/2016 20:00,8:00:00 PM,24.4,31.44,374.2,,8.11
CBB,11/17/2016 21:00,9:00:00 PM,24.42,31.36,367.1,,8.13
CBB,11/17/2016 22:00,10:00:00 PM,24.33,30.99,363.4,,8.14
CBB,11/17/2016 23:00,11:00:00 PM,24.29,30.84,359.6,,8.15
CBB,11/17/2016 0:00,12:00:00 AM,24.25,30.72,357.5,,8.16
CBB,11/17/2016 1:00,1:00:00 AM,24.2,30.65,364.5,,8.14
CBB,11/17/2016 2:00,2:00:00 AM,24.42,31.63,378.5,,8.13
CBB,11/17/2016 3:00,3:00:00 AM,24.33,31.44,386.5,,8.1
CBB,11/17/2016 4:00,4:00:00 AM,24.33,31.48,390.4,,8.09
CBB,11/17/2016 5:00,5:00:00 AM,24.3,31.45,398.7,,8.1
CBB,11/17/2016 6:00,6:00:00 AM,24.48,32.1,410.7,,8.11
CBB,11/17/2016 7:00,7:00:00 AM,24.54,32.29,417.2,,8.09
CBB,11/17/2016 8:00,8:00:00 AM,24.13,31.29,405.9,,8.1
CBB,11/17/2016 9:00,9:00:00 AM,23.71,30.52,393.7,,8.12
CBB,11/17/2016 10:00,10:00:00 AM,23.6,30.31,387.4,,8.14
CBB,11/17/2016 11:00,11:00:00 AM,23.61,30.22,384.9,,8.14
CBB,11/17/2016 12:00,12:00:00 PM,23.61,30.07,380.4,,8.14
CBB,11/17/2016 13:00,1:00:00 PM,23.58,29.58,372.9,,8.17
CBB,11/17/2016 14:00,2:00:00 PM,23.66,29.07,369.9,,8.17
CBB,11/17/2016 15:00,3:00:00 PM,23.73,29.08,366.6,,8.16
CBB,11/17/2016 16:00,4:00:00 PM,23.6,29.29,366.2,,8.15
CBB,11/17/2016 17:00,5:00:00 PM,24.54,31.56,384.4,,8.15
CBB,11/18/2016 18:00,6:00:00 PM,24.66,31.89,377.4,,8.1
CBB,11/18/2016 19:00,7:00:00 PM,24.69,32.15,381.4,,8.09
CBB,11/18/2016 20:00,8:00:00 PM,24.73,32.41,393.7,,8.07
CBB,11/18/2016 21:00,9:00:00 PM,24.72,32.48,401.4,,8.04
CBB,11/18/2016 22:00,10:00:00 PM,24.67,32.46,406,,8.03
CBB,11/18/2016 23:00,11:00:00 PM,24.57,32.08,406.5,,8.07
CBB,11/18/2016 0:00,12:00:00 AM,24.53,32.11,404,,8.08
CBB,11/18/2016 1:00,1:00:00 AM,24.5,31.95,401.3,,8.09
CBB,11/18/2016 2:00,2:00:00 AM,24.36,31.4,392.4,,8.11
CBB,11/18/2016 3:00,3:00:00 AM,24.3,31.23,389.9,,8.09
CBB,11/18/2016 4:00,4:00:00 AM,24.33,31.36,393.1,,8.07
CBB,11/18/2016 5:00,5:00:00 AM,24.33,31.44,406.7,,8.08
CBB,11/18/2016 6:00,6:00:00 AM,24.33,31.5,407.8,,8.05
CBB,11/18/2016 7:00,7:00:00 AM,24.42,31.8,413.4,,8.09
CBB,11/18/2016 8:00,8:00:00 AM,24.38,31.69,415.8,,8.07
CBB,11/18/2016 9:00,9:00:00 AM,24.31,31.66,419.4,,8.04
CBB,11/18/2016 10:00,10:00:00 AM,24.05,31.05,416.3,,8.1
CBB,11/18/2016 11:00,11:00:00 AM,24.01,30.95,414.8,,8.1
CBB,11/18/2016 12:00,12:00:00 PM,23.97,30.76,413.8,,8.1
CBB,11/18/2016 13:00,1:00:00 PM,23.94,30.52,406.9,,8.12
CBB,11/18/2016 14:00,2:00:00 PM,23.95,30.32,399.2,,8.13
CBB,11/18/2016 15:00,3:00:00 PM,23.94,29.51,390.9,,8.15
CBB,11/18/2016 16:00,4:00:00 PM,24.02,29.03,388.1,,8.16
CBB,11/18/2016 17:00,5:00:00 PM,23.99,28.71,387.6,,8.16
CBB,11/19/2016 18:00,6:00:00 PM,23.95,29.21,387,,8.14
CBB,11/19/2016 19:00,7:00:00 PM,24.1,30.15,389.7,,8.16
CBB,11/19/2016 20:00,8:00:00 PM,24.35,31.59,405.1,,8.14
CBB,11/19/2016 21:00,9:00:00 PM,24.56,32.6,412.1,,8.11
CBB,11/19/2016 22:00,10:00:00 PM,24.42,32.64,409.4,,8.09
CBB,11/19/2016 23:00,11:00:00 PM,23.43,27.18,395.7,,8.13
CBB,11/19/2016 0:00,12:00:00 AM,23.11,25.44,391.9,,8.17
CBB,11/19/2016 1:00,1:00:00 AM,22.78,25.08,391.8,,8.18
CBB,11/19/2016 2:00,2:00:00 AM,22.39,24.87,394,,8.17
CBB,11/19/2016 3:00,3:00:00 AM,21.92,23.88,391.8,,8.19
CBB,11/19/2016 4:00,4:00:00 AM,21.64,23.26,392.4,,8.2
CBB,11/19/2016 5:00,5:00:00 AM,21.34,22.56,392.7,,8.21
CBB,11/19/2016 7:00,7:00:00 AM,20.89,22.24,378.7,,8.21
CBB,11/19/2016 8:00,8:00:00 AM,20.8,22.73,389.7,,8.21
CBB,11/19/2016 9:00,9:00:00 AM,20.48,22.45,392.8,,8.2
CBB,11/19/2016 10:00,10:00:00 AM,20.4,22.99,397.9,,8.21
CBB,11/19/2016 11:00,11:00:00 AM,20.15,23.13,399.7,,8.21
CBB,11/19/2016 12:00,12:00:00 PM,19.98,23.43,406.4,,8.2
CBB,11/19/2016 13:00,1:00:00 PM,19.85,23.85,412.9,,8.2
CBB,11/19/2016 14:00,2:00:00 PM,19.83,23.93,406.5,,8.2
CBB,11/19/2016 15:00,3:00:00 PM,19.79,23.47,409.4,,8.19
CBB,11/19/2016 16:00,4:00:00 PM,19.68,22.74,411.7,,8.2
CBB,11/19/2016 17:00,5:00:00 PM,19.85,24.1,410.4,,8.21
CBB,11/20/2016 18:00,6:00:00 PM,19.61,23.44,414.1,,8.2
CBB,11/20/2016 19:00,7:00:00 PM,20.78,27.91,401.4,,8.24
CBB,11/20/2016 20:00,8:00:00 PM,22.76,32.23,385.1,,8.2
CBB,11/20/2016 21:00,9:00:00 PM,22.87,32.21,379.7,,8.16
CBB,11/20/2016 22:00,10:00:00 PM,22.85,32.21,376.3,,8.14
CBB,11/20/2016 23:00,11:00:00 PM,22.74,32.23,378.6,,8.13
CBB,11/20/2016 0:00,12:00:00 AM,22.69,32.26,383,,8.13
CBB,11/20/2016 1:00,1:00:00 AM,22.61,32.26,389.3,,8.12
CBB,11/20/2016 2:00,2:00:00 AM,22.44,32.23,397.4,,8.12
CBB,11/20/2016 3:00,3:00:00 AM,22.31,32.21,405.7,,8.12
CBB,11/20/2016 4:00,4:00:00 AM,22.04,31.94,415.1,,8.11
CBB,11/20/2016 5:00,5:00:00 AM,22.08,32.06,420.8,,8.12
CBB,11/20/2016 6:00,6:00:00 AM,22.03,32.05,422.5,,8.1
CBB,11/20/2016 7:00,7:00:00 AM,22.03,32.07,426.8,,8.1
CBB,11/20/2016 8:00,8:00:00 AM,21.11,31.26,420,,8.11
CBB,11/20/2016 9:00,9:00:00 AM,20.4,30.28,397.8,,8.15
CBB,11/20/2016 10:00,10:00:00 AM,19.5,28.34,379.5,,8.17
CBB,11/20/2016 11:00,11:00:00 AM,19.07,26.67,375.3,,8.19
CBB,11/20/2016 12:00,12:00:00 PM,19.15,26.33,378.1,,8.21
CBB,11/20/2016 13:00,1:00:00 PM,19.16,26.19,384,,8.21
CBB,11/20/2016 14:00,2:00:00 PM,19.15,25.9,389.6,,8.2
CBB,11/20/2016 15:00,3:00:00 PM,19,25.16,388,,8.21
CBB,11/20/2016 16:00,4:00:00 PM,19,24.28,384.2,,8.22
CBB,11/20/2016 17:00,5:00:00 PM,18.94,23.4,382,,8.23
CBB,11/21/2016 18:00,6:00:00 PM,18.89,23.45,389.8,,8.23
CBB,11/21/2016 19:00,7:00:00 PM,19.3,25.35,382.6,,8.24
CBB,11/21/2016 20:00,8:00:00 PM,22.02,31.53,388.3,,8.25
CBB,11/21/2016 21:00,9:00:00 PM,22.42,31.93,393.6,,8.18
CBB,11/21/2016 22:00,10:00:00 PM,22.51,31.96,386.1,,8.17
CBB,11/21/2016 23:00,11:00:00 PM,22.45,31.93,386.4,,8.16
CBB,11/21/2016 0:00,12:00:00 AM,22.48,31.95,390.6,,8.14
CBB,11/21/2016 1:00,1:00:00 AM,22.5,31.96,393.9,,8.15
CBB,11/21/2016 2:00,2:00:00 AM,22.54,31.97,394,,8.16
CBB,11/21/2016 3:00,3:00:00 AM,22.55,31.96,394.7,,8.16
CBB,11/21/2016 4:00,4:00:00 AM,22.52,31.98,394.3,,8.16
CBB,11/21/2016 5:00,5:00:00 AM,22.53,31.95,394.4,,8.17
CBB,11/21/2016 6:00,6:00:00 AM,22.53,31.94,396.6,,8.19
CBB,11/21/2016 7:00,7:00:00 AM,22.42,31.88,397.7,,8.18
CBB,11/21/2016 8:00,8:00:00 AM,22.43,31.91,398.1,,8.17
CBB,11/21/2016 9:00,9:00:00 AM,22.41,31.87,402.4,,8.16
CBB,11/21/2016 10:00,10:00:00 AM,22.43,31.83,403.2,,8.16
CBB,11/21/2016 11:00,11:00:00 AM,22.49,31.84,407,,8.17
CBB,11/21/2016 12:00,12:00:00 PM,22.52,31.86,407.7,,8.16
CBB,11/21/2016 13:00,1:00:00 PM,22.45,31.79,402.5,,8.15
CBB,11/21/2016 14:00,2:00:00 PM,21.27,29.91,377.9,,8.15
CBB,11/21/2016 15:00,3:00:00 PM,20.99,28.63,362,,8.22
CBB,11/21/2016 16:00,4:00:00 PM,20.85,27.93,356.6,,8.25
CBB,11/21/2016 17:00,5:00:00 PM,20.81,27.08,357.5,,8.28
CBB,11/22/2016 18:00,6:00:00 PM,20.65,26.01,359.3,,8.27
CBB,11/22/2016 19:00,7:00:00 PM,20.5,25.58,359.5,,8.24
CBB,11/22/2016 20:00,8:00:00 PM,20.72,26.71,367.7,,8.25
CBB,11/22/2016 21:00,9:00:00 PM,21.05,28.47,365.1,,8.26
CBB,11/22/2016 22:00,10:00:00 PM,22.19,31.65,372.7,,8.25
CBB,11/22/2016 23:00,11:00:00 PM,22.02,31.47,376.4,,8.21
CBB,11/22/2016 0:00,12:00:00 AM,22.07,31.46,379.6,,8.2
CBB,11/22/2016 1:00,1:00:00 AM,22.08,31.44,390.5,,8.17
CBB,11/22/2016 2:00,2:00:00 AM,22.11,31.44,398.2,,8.16
CBB,11/22/2016 3:00,3:00:00 AM,22.09,31.41,398.6,,8.16
CBB,11/22/2016 4:00,4:00:00 AM,22.09,31.39,408.5,,8.15
CBB,11/22/2016 5:00,5:00:00 AM,22.02,31.31,409.8,,8.14
CBB,11/22/2016 6:00,6:00:00 AM,22.05,31.34,406,,8.14
CBB,11/22/2016 7:00,7:00:00 AM,22.03,31.32,414.3,,8.16
CBB,11/22/2016 8:00,8:00:00 AM,22.01,31.31,427.6,,8.23
CBB,11/22/2016 9:00,9:00:00 AM,22.04,31.32,423.1,,8.27
CBB,11/22/2016 10:00,10:00:00 AM,22.01,31.29,429.7,,8.27
CBB,11/22/2016 11:00,11:00:00 AM,21.95,31.12,411.2,,8.27
CBB,11/22/2016 12:00,12:00:00 PM,21.92,30.95,393.3,,8.29
CBB,11/22/2016 13:00,1:00:00 PM,22.02,30.93,393.3,,8.26
CBB,11/22/2016 14:00,2:00:00 PM,21.72,30.66,416.1,,8.22
CBB,11/22/2016 15:00,3:00:00 PM,21.74,30.67,381.9,,8.21
CBB,11/22/2016 16:00,4:00:00 PM,21.79,30.7,377.9,,8.26
CBB,11/22/2016 17:00,5:00:00 PM,21.61,30.46,388.6,,8.26
CBB,11/23/2016 18:00,6:00:00 PM,21.65,30.46,375.5,,8.22
CBB,11/23/2016 20:00,8:00:00 PM,21.67,30.2,364.6,,8.21
CBB,11/23/2016 21:00,9:00:00 PM,21.7,30.25,365.5,,8.23
CBB,11/23/2016 22:00,10:00:00 PM,21.88,30.61,379.5,,8.24
CBB,11/23/2016 23:00,11:00:00 PM,22.46,31.35,392.9,,8.22
CBB,11/23/2016 0:00,12:00:00 AM,22.55,31.4,400.9,,8.21
CBB,11/23/2016 1:00,1:00:00 AM,22.55,31.45,387.1,,8.17
CBB,11/23/2016 2:00,2:00:00 AM,22.55,31.5,384.8,,8.15
CBB,11/23/2016 3:00,3:00:00 AM,22.5,31.41,411.4,,8.15
