WaterBody,DateTime,TimeRoundMinute,Temp,Salinity,CO2,DO,pH
CBB,5/17/2017 13:00,1:00:00 PM,25.92,31.97,447.8,,8.09
CBB,5/17/2017 14:00,2:00:00 PM,25.93,32.03,450.5,,8.1
CBB,5/17/2017 15:00,3:00:00 PM,25.94,32,453,,8.1
CBB,5/17/2017 16:00,4:00:00 PM,25.98,32.07,459.6,,8.1
CBB,5/17/2017 17:00,5:00:00 PM,25.98,32.07,456.5,,8.1
CBB,5/18/2017 18:00,6:00:00 PM,25.99,31.99,441.9,,8.1
CBB,5/18/2017 19:00,7:00:00 PM,26.09,32,444,,8.1
CBB,5/18/2017 20:00,8:00:00 PM,26.07,32,453.2,,8.1
CBB,5/18/2017 21:00,9:00:00 PM,25.96,32.02,457.1,,8.08
CBB,5/18/2017 22:00,10:00:00 PM,25.94,32.04,457.3,,8.08
CBB,5/18/2017 23:00,11:00:00 PM,25.94,32.03,460,,8.08
CBB,5/18/2017 0:00,12:00:00 AM,25.95,32.03,460.6,,8.06
CBB,5/18/2017 1:00,1:00:00 AM,25.97,32.07,450.8,,8.05
CBB,5/18/2017 2:00,2:00:00 AM,25.98,32.33,447.1,,8.07
CBB,5/18/2017 3:00,3:00:00 AM,25.97,32.44,454.8,,8.08
CBB,5/18/2017 4:00,4:00:00 AM,25.93,32.17,448.3,,8.08
CBB,5/18/2017 5:00,5:00:00 AM,25.93,32.27,447.2,,8.08
CBB,5/18/2017 6:00,6:00:00 AM,25.92,32.11,458.3,,8.09
CBB,5/18/2017 7:00,7:00:00 AM,25.93,32.18,447.7,,8.09
CBB,5/18/2017 8:00,8:00:00 AM,25.98,32.14,449.8,,8.09
CBB,5/18/2017 9:00,9:00:00 AM,26.01,31.94,450.4,,8.09
CBB,5/18/2017 10:00,10:00:00 AM,26.02,31.87,447.5,,8.09
CBB,5/18/2017 11:00,11:00:00 AM,26.03,31.82,443.9,,8.08
CBB,5/18/2017 12:00,12:00:00 PM,26.06,31.79,445.4,,8.08
CBB,5/18/2017 13:00,1:00:00 PM,26.13,31.65,441.4,,8.08
CBB,5/18/2017 14:00,2:00:00 PM,26.16,31.62,442.1,,8.09
CBB,5/18/2017 15:00,3:00:00 PM,26.24,31.48,442.2,,8.09
CBB,5/18/2017 16:00,4:00:00 PM,26.3,31.36,437.5,,8.09
CBB,5/18/2017 17:00,5:00:00 PM,26.31,31.38,438.4,,8.09
CBB,5/19/2017 18:00,6:00:00 PM,26.3,31.38,444.3,,8.09
CBB,5/19/2017 19:00,7:00:00 PM,26.3,31.4,457.8,,8.11
CBB,5/19/2017 20:00,8:00:00 PM,26.3,31.42,461.7,,8.09
CBB,5/19/2017 21:00,9:00:00 PM,26.26,31.49,455.7,,8.1
CBB,5/19/2017 22:00,10:00:00 PM,26.24,31.52,452.2,,8.14
CBB,5/19/2017 23:00,11:00:00 PM,26.19,31.59,460.5,,8.15
CBB,5/19/2017 0:00,12:00:00 AM,26.18,31.67,456.5,,8.16
CBB,5/19/2017 1:00,1:00:00 AM,26.18,31.71,452.2,,8.16
CBB,5/19/2017 2:00,2:00:00 AM,26.22,31.88,449.2,,8.14
CBB,5/19/2017 3:00,3:00:00 AM,26.27,31.78,450.9,,8.13
CBB,5/19/2017 4:00,4:00:00 AM,26.26,31.94,452.3,,8.12
CBB,5/19/2017 5:00,5:00:00 AM,26.26,32.13,458.5,,8.12
CBB,5/19/2017 6:00,6:00:00 AM,26.25,32.16,458.5,,8.11
CBB,5/19/2017 7:00,7:00:00 AM,26.25,32.1,446.9,,8.11
CBB,5/19/2017 8:00,8:00:00 AM,26.15,31.38,457,,8.11
CBB,5/19/2017 9:00,9:00:00 AM,26.16,31.38,455.2,,8.1
CBB,5/19/2017 10:00,10:00:00 AM,26.18,31.21,453.4,,8.1
CBB,5/19/2017 11:00,11:00:00 AM,26.25,31.18,451,,8.11
CBB,5/19/2017 12:00,12:00:00 PM,26.3,31.13,451.9,,8.11
CBB,5/19/2017 14:00,2:00:00 PM,26.44,31.04,461.4,,8.13
CBB,5/19/2017 15:00,3:00:00 PM,26.47,30.96,462.4,,8.12
CBB,5/19/2017 16:00,4:00:00 PM,26.5,30.89,459.7,,8.12
CBB,5/19/2017 17:00,5:00:00 PM,26.53,30.89,462.8,,8.09
CBB,5/20/2017 18:00,6:00:00 PM,26.53,30.96,463.7,,8.02
CBB,5/20/2017 19:00,7:00:00 PM,26.58,30.96,462.3,,8.02
CBB,5/20/2017 20:00,8:00:00 PM,26.48,30.95,466.3,,8.02
CBB,5/20/2017 21:00,9:00:00 PM,26.51,30.99,468.9,,8.01
CBB,5/20/2017 22:00,10:00:00 PM,26.5,31.03,467.1,,8.01
CBB,5/20/2017 23:00,11:00:00 PM,26.5,31.06,466.6,,8.01
CBB,5/20/2017 0:00,12:00:00 AM,26.47,31.1,467.8,,8.01
CBB,5/20/2017 1:00,1:00:00 AM,26.54,31.13,468.8,,8.01
CBB,5/20/2017 2:00,2:00:00 AM,26.57,31.2,468.2,,8.01
CBB,5/20/2017 3:00,3:00:00 AM,26.58,31.27,469.5,,8.01
CBB,5/20/2017 4:00,4:00:00 AM,26.61,31.41,474.2,,8.02
CBB,5/20/2017 5:00,5:00:00 AM,26.69,31.46,477,,8.02
CBB,5/20/2017 6:00,6:00:00 AM,26.68,31.55,482.8,,8.02
CBB,5/20/2017 7:00,7:00:00 AM,26.67,31.6,474.3,,8.01
CBB,5/20/2017 8:00,8:00:00 AM,26.82,31.71,466.7,,8.01
CBB,5/20/2017 9:00,9:00:00 AM,26.71,31.15,468.3,,7.99
CBB,5/20/2017 10:00,10:00:00 AM,26.72,30.96,471.8,,8.01
CBB,5/20/2017 11:00,11:00:00 AM,26.73,30.72,478.6,,8.01
CBB,5/20/2017 12:00,12:00:00 PM,26.76,30.72,479.4,,8.01
CBB,5/20/2017 13:00,1:00:00 PM,26.87,30.69,477,,8.01
CBB,5/20/2017 14:00,2:00:00 PM,26.98,30.7,473.8,,8.02
CBB,5/20/2017 15:00,3:00:00 PM,27.09,30.81,471.2,,8.02
CBB,5/20/2017 16:00,4:00:00 PM,27.2,30.74,469.6,,8.02
CBB,5/20/2017 17:00,5:00:00 PM,27.18,30.72,475.7,,8.03
CBB,5/21/2017 18:00,6:00:00 PM,27.1,30.73,478.4,,8.02
CBB,5/21/2017 19:00,7:00:00 PM,27.07,30.72,482.1,,8.02
CBB,5/21/2017 20:00,8:00:00 PM,27.05,30.87,491.8,,8.02
CBB,5/21/2017 21:00,9:00:00 PM,27.01,30.85,489,,8.01
CBB,5/21/2017 22:00,10:00:00 PM,27,30.8,494.5,,8
CBB,5/21/2017 23:00,11:00:00 PM,27,30.75,505.4,,8.01
CBB,5/21/2017 0:00,12:00:00 AM,26.98,30.73,505.8,,8
CBB,5/21/2017 1:00,1:00:00 AM,26.93,30.74,502.2,,8
CBB,5/21/2017 2:00,2:00:00 AM,27.11,30.82,492,,8
CBB,5/21/2017 3:00,3:00:00 AM,27.13,30.87,483.9,,8
CBB,5/21/2017 4:00,4:00:00 AM,27.38,30.87,466.6,,8.01
CBB,5/21/2017 5:00,5:00:00 AM,27.45,30.55,458.1,,8
CBB,5/21/2017 6:00,6:00:00 AM,27.49,30.17,461.4,,8.01
CBB,5/21/2017 7:00,7:00:00 AM,27.51,29.92,464.9,,8.04
CBB,5/21/2017 8:00,8:00:00 AM,27.48,29.94,469.1,,8.04
CBB,5/21/2017 9:00,9:00:00 AM,27.46,29.34,480.6,,8.03
CBB,5/21/2017 10:00,10:00:00 AM,27.51,29.41,480.8,,8.04
CBB,5/21/2017 11:00,11:00:00 AM,27.8,29.55,467.3,,8.04
CBB,5/21/2017 12:00,12:00:00 PM,27.79,30.11,462.4,,8.04
CBB,5/21/2017 13:00,1:00:00 PM,27.65,30.67,460.6,,8.05
CBB,5/21/2017 14:00,2:00:00 PM,27.68,30.73,468.6,,8.04
CBB,5/21/2017 15:00,3:00:00 PM,27.99,29.96,468,,8.01
CBB,5/21/2017 16:00,4:00:00 PM,27.83,29.23,472.6,,8
CBB,5/21/2017 17:00,5:00:00 PM,27.8,29.17,479.3,,8.02
CBB,5/22/2017 18:00,6:00:00 PM,27.82,29.11,480.6,,8.02
CBB,5/22/2017 19:00,7:00:00 PM,27.75,29.29,487.1,,8.03
CBB,5/22/2017 20:00,8:00:00 PM,27.88,29.31,487,,8.03
CBB,5/22/2017 21:00,9:00:00 PM,27.94,29.18,488.7,,8.02
CBB,5/22/2017 22:00,10:00:00 PM,27.88,29.24,502,,8.01
CBB,5/22/2017 1:00,1:00:00 AM,27.61,30.54,424.7,,8.02
CBB,5/22/2017 2:00,2:00:00 AM,27.38,30.38,409.4,,8.01
CBB,5/22/2017 3:00,3:00:00 AM,27.19,30.16,400.7,,8
CBB,5/22/2017 4:00,4:00:00 AM,27.23,30.12,406,,8
CBB,5/22/2017 5:00,5:00:00 AM,27.24,30.09,405.8,,7.99
CBB,5/22/2017 6:00,6:00:00 AM,27.17,30.07,404.9,,7.99
CBB,5/22/2017 7:00,7:00:00 AM,27.18,30.08,402.5,,7.97
CBB,5/22/2017 8:00,8:00:00 AM,27.2,30.15,399.1,,7.97
CBB,5/22/2017 9:00,9:00:00 AM,27.24,30.16,400.1,,7.96
CBB,5/22/2017 10:00,10:00:00 AM,27.32,30.11,399.8,,7.95
CBB,5/22/2017 11:00,11:00:00 AM,27.37,30.08,402.5,,7.96
CBB,5/22/2017 12:00,12:00:00 PM,27.08,29.76,404.9,,7.94
CBB,5/22/2017 13:00,1:00:00 PM,27.04,29.75,421.3,,7.96
CBB,5/22/2017 14:00,2:00:00 PM,27.12,29.72,429.4,,7.98
CBB,5/22/2017 15:00,3:00:00 PM,27.15,29.71,438,,7.98
CBB,5/22/2017 16:00,4:00:00 PM,27.17,29.74,440.4,,7.98
CBB,5/22/2017 17:00,5:00:00 PM,27.2,29.75,438.7,,7.98
CBB,5/23/2017 18:00,6:00:00 PM,27.17,29.74,437.8,,7.97
CBB,5/23/2017 19:00,7:00:00 PM,27.28,29.85,440.3,,7.98
CBB,5/23/2017 20:00,8:00:00 PM,27.35,29.87,440.1,,7.98
CBB,5/23/2017 21:00,9:00:00 PM,27.44,29.91,442.3,,7.99
CBB,5/23/2017 22:00,10:00:00 PM,27.51,29.68,443.5,,7.99
CBB,5/23/2017 23:00,11:00:00 PM,27.48,29.74,444.4,,7.99
CBB,5/23/2017 0:00,12:00:00 AM,27.39,29.79,443.9,,7.99
CBB,5/23/2017 1:00,1:00:00 AM,26.9,29.85,445.6,,7.99
CBB,5/23/2017 2:00,2:00:00 AM,26.93,29.55,441.1,,7.99
CBB,5/23/2017 3:00,3:00:00 AM,26.95,29.46,423.4,,7.99
CBB,5/23/2017 4:00,4:00:00 AM,26.84,29.59,401.2,,7.99
CBB,5/23/2017 5:00,5:00:00 AM,26.8,29.64,394.2,,7.99
CBB,5/23/2017 6:00,6:00:00 AM,26.75,29.61,396.4,,7.98
CBB,5/23/2017 7:00,7:00:00 AM,26.74,29.68,399.3,,7.97
CBB,5/23/2017 8:00,8:00:00 AM,26.75,29.72,402.3,,7.96
CBB,5/23/2017 9:00,9:00:00 AM,27,28.97,401.7,,7.93
CBB,5/23/2017 10:00,10:00:00 AM,27.11,28.88,403.3,,7.96
CBB,5/23/2017 11:00,11:00:00 AM,27.25,28.66,409.2,,7.98
CBB,5/23/2017 12:00,12:00:00 PM,27.37,28.48,407.8,,8
CBB,5/23/2017 13:00,1:00:00 PM,27.45,28.52,410.5,,8.01
CBB,5/23/2017 14:00,2:00:00 PM,27.44,28.59,413.5,,8.01
CBB,5/23/2017 15:00,3:00:00 PM,27.53,28.08,417.5,,7.99
CBB,5/23/2017 16:00,4:00:00 PM,27.51,27.98,425.5,,8.01
CBB,5/23/2017 17:00,5:00:00 PM,27.48,28.54,430.1,,8.03
CBB,5/24/2017 18:00,6:00:00 PM,27.49,28.97,432.6,,8.03
CBB,5/24/2017 19:00,7:00:00 PM,27.6,28.62,436.1,,8.04
CBB,5/24/2017 20:00,8:00:00 PM,27.63,28.11,445.3,,8.01
CBB,5/24/2017 21:00,9:00:00 PM,27.65,27.65,447,,8.03
CBB,5/24/2017 22:00,10:00:00 PM,27.49,27.46,434.7,,8.04
CBB,5/24/2017 23:00,11:00:00 PM,27.26,27,431.1,,8.04
CBB,5/24/2017 0:00,12:00:00 AM,27,26.6,435.1,,8.04
CBB,5/24/2017 1:00,1:00:00 AM,26.72,26.19,439.1,,8.04
CBB,5/24/2017 2:00,2:00:00 AM,26.69,26.95,444.5,,8.06
CBB,5/24/2017 3:00,3:00:00 AM,26.79,29.01,448.1,,8.08
CBB,5/24/2017 4:00,4:00:00 AM,26.72,29.42,452.2,,8.07
CBB,5/24/2017 5:00,5:00:00 AM,26.61,29.46,454.3,,8.04
CBB,5/24/2017 6:00,6:00:00 AM,26.47,29.49,458.9,,8.02
CBB,5/24/2017 7:00,7:00:00 AM,26.4,29.43,461.1,,8.01
CBB,5/24/2017 8:00,8:00:00 AM,26.39,29.45,464.2,,8
CBB,5/24/2017 9:00,9:00:00 AM,26.35,29.38,463.6,,7.99
CBB,5/24/2017 10:00,10:00:00 AM,26.34,29.09,450.6,,7.97
CBB,5/24/2017 11:00,11:00:00 AM,26.46,29.04,438.8,,7.98
CBB,5/24/2017 12:00,12:00:00 PM,26.53,28.81,437.8,,7.98
CBB,5/24/2017 13:00,1:00:00 PM,26.69,28.47,425.1,,7.98
CBB,5/24/2017 14:00,2:00:00 PM,26.79,29.12,420.8,,8.07
CBB,5/24/2017 15:00,3:00:00 PM,26.82,28.4,435.9,,8.1
CBB,5/24/2017 16:00,4:00:00 PM,26.79,28.1,444.7,,8.13
CBB,5/24/2017 17:00,5:00:00 PM,26.76,28.05,442.6,,8.15
CBB,5/25/2017 18:00,6:00:00 PM,26.85,28.57,445.2,,8.16
CBB,5/25/2017 19:00,7:00:00 PM,26.81,28.24,448.3,,8.14
CBB,5/25/2017 20:00,8:00:00 PM,26.82,27.89,456.5,,8.14
CBB,5/25/2017 21:00,9:00:00 PM,26.83,28.08,461.3,,8.16
CBB,5/25/2017 22:00,10:00:00 PM,26.67,27.96,457.6,,8.17
CBB,5/25/2017 23:00,11:00:00 PM,26.51,27.53,454.6,,8.17
CBB,5/25/2017 0:00,12:00:00 AM,26.4,27.3,460.8,,8.18
CBB,5/25/2017 1:00,1:00:00 AM,26.32,27.69,455,,8.18
CBB,5/25/2017 2:00,2:00:00 AM,26.35,29.47,460.9,,8.21
CBB,5/25/2017 3:00,3:00:00 AM,26.22,30.3,469.5,,8.17
CBB,5/25/2017 4:00,4:00:00 AM,26.04,30.28,468,,8.14
CBB,5/25/2017 5:00,5:00:00 AM,26.13,30.25,480.2,,8.12
CBB,5/25/2017 6:00,6:00:00 AM,25.95,30.23,492.2,,8.11
CBB,5/25/2017 7:00,7:00:00 AM,25.75,30.16,495,,8.12
CBB,5/25/2017 8:00,8:00:00 AM,25.75,30.22,491.8,,8.12
CBB,5/25/2017 9:00,9:00:00 AM,25.77,30.25,489.6,,8.12
CBB,5/25/2017 10:00,10:00:00 AM,25.9,30.23,487.6,,8.11
CBB,5/25/2017 11:00,11:00:00 AM,25.96,30.27,462.3,,8.11
CBB,5/25/2017 12:00,12:00:00 PM,26.06,30.29,443.9,,8.1
CBB,5/25/2017 14:00,2:00:00 PM,26.12,30.29,458.5,,8.1
CBB,5/25/2017 15:00,3:00:00 PM,26.22,30.25,449.4,,8.1
CBB,5/25/2017 16:00,4:00:00 PM,26.44,30.28,478.1,,8.09
CBB,5/26/2017 22:00,10:00:00 PM,26.84,30.85,522.5,,8.13
CBB,5/26/2017 23:00,11:00:00 PM,26.83,30.88,525.5,,8.14
CBB,5/26/2017 0:00,12:00:00 AM,26.78,30.96,523.5,,8.14
CBB,5/26/2017 1:00,1:00:00 AM,26.78,30.26,520.2,,8.13
CBB,5/26/2017 2:00,2:00:00 AM,26.5,30.95,522.1,,8.15
CBB,5/26/2017 3:00,3:00:00 AM,26.43,30.8,525,,8.12
CBB,5/26/2017 4:00,4:00:00 AM,26.37,30.71,537.2,,8.13
CBB,5/26/2017 5:00,5:00:00 AM,26.35,30.73,540.4,,8.12
CBB,5/26/2017 6:00,6:00:00 AM,26.36,30.76,543,,8.11
CBB,5/26/2017 7:00,7:00:00 AM,26.35,30.77,547.7,,8.12
CBB,5/26/2017 8:00,8:00:00 AM,26.32,30.91,551.1,,8.11
CBB,5/26/2017 9:00,9:00:00 AM,26.24,31.2,553.5,,8.11
CBB,5/26/2017 10:00,10:00:00 AM,26.3,31.02,547.3,,8.1
CBB,5/26/2017 11:00,11:00:00 AM,26.37,31.2,521.5,,8.1
CBB,5/26/2017 12:00,12:00:00 PM,26.49,31.33,494.2,,8.1
CBB,5/26/2017 13:00,1:00:00 PM,26.52,31.45,480.6,,8.1
CBB,5/26/2017 14:00,2:00:00 PM,26.79,31.5,484,,8.11
CBB,5/26/2017 15:00,3:00:00 PM,26.78,31.51,488,,8.1
CBB,5/26/2017 16:00,4:00:00 PM,26.61,31.66,485.8,,8.09
CBB,5/26/2017 17:00,5:00:00 PM,26.61,31.59,470.7,,8.09
CBB,5/27/2017 18:00,6:00:00 PM,26.51,31.35,461.9,,8.08
CBB,5/27/2017 19:00,7:00:00 PM,26.74,31.14,471.9,,8.07
CBB,5/27/2017 22:00,10:00:00 PM,27.21,31.71,469.3,,8.06
CBB,5/27/2017 23:00,11:00:00 PM,27.3,31.55,470.3,,8.07
CBB,5/27/2017 0:00,12:00:00 AM,27.29,31.29,469.2,,8.1
CBB,5/27/2017 1:00,1:00:00 AM,27.24,31.2,467.8,,8.11
CBB,5/27/2017 2:00,2:00:00 AM,27.21,30.62,472.9,,8.12
CBB,5/27/2017 3:00,3:00:00 AM,27.25,31.58,477.3,,8.14
CBB,5/27/2017 4:00,4:00:00 AM,26.81,32.03,471.7,,8.14
CBB,5/27/2017 5:00,5:00:00 AM,26.7,32.01,470,,8.12
CBB,5/27/2017 6:00,6:00:00 AM,26.67,31.92,470.6,,8.1
CBB,5/27/2017 7:00,7:00:00 AM,26.64,32.06,472.1,,8.11
CBB,5/27/2017 8:00,8:00:00 AM,26.6,32.14,473.3,,8.09
CBB,5/27/2017 9:00,9:00:00 AM,26.6,32.26,466.7,,8.1
CBB,5/27/2017 10:00,10:00:00 AM,26.61,32.24,465.6,,8.08
CBB,5/27/2017 11:00,11:00:00 AM,26.85,31.98,451,,8.08
CBB,5/27/2017 12:00,12:00:00 PM,26.89,32.09,446.2,,8.09
CBB,5/27/2017 13:00,1:00:00 PM,27.04,32.2,446,,8.09
CBB,5/27/2017 14:00,2:00:00 PM,27.43,32.06,458.7,,8.08
CBB,5/27/2017 15:00,3:00:00 PM,27.35,32.23,461.9,,8.07
CBB,5/27/2017 16:00,4:00:00 PM,27.25,32.22,467,,8.06
CBB,5/27/2017 17:00,5:00:00 PM,27.04,32.4,462.2,,8.07
CBB,5/28/2017 18:00,6:00:00 PM,26.75,32.38,464.3,,8.06
CBB,5/28/2017 19:00,7:00:00 PM,26.9,32.16,476.4,,8.06
CBB,5/28/2017 20:00,8:00:00 PM,27.15,32.12,467.2,,8.05
CBB,5/28/2017 21:00,9:00:00 PM,27.4,32.14,468,,8.05
CBB,5/28/2017 0:00,12:00:00 AM,27.66,32.36,480.1,,8.07
CBB,5/28/2017 1:00,1:00:00 AM,27.67,31.78,474.6,,8.09
CBB,5/28/2017 2:00,2:00:00 AM,27.63,31.72,472.9,,8.1
CBB,5/28/2017 3:00,3:00:00 AM,27.61,31.43,471.8,,8.1
CBB,5/28/2017 4:00,4:00:00 AM,27.56,31.74,474.5,,8.11
CBB,5/28/2017 5:00,5:00:00 AM,26.96,32.6,468.9,,8.12
CBB,5/28/2017 6:00,6:00:00 AM,26.7,32.74,478.5,,8.06
CBB,5/28/2017 7:00,7:00:00 AM,26.68,32.72,483.4,,8.03
CBB,5/28/2017 8:00,8:00:00 AM,26.66,32.7,483.9,,8.03
CBB,5/28/2017 9:00,9:00:00 AM,26.58,32.88,487.3,,8.03
CBB,5/28/2017 10:00,10:00:00 AM,26.52,32.98,484,,8.03
CBB,5/28/2017 11:00,11:00:00 AM,26.59,33.01,458.9,,8.03
CBB,5/28/2017 12:00,12:00:00 PM,26.55,33.12,446.5,,8.03
CBB,5/28/2017 13:00,1:00:00 PM,26.64,33.09,439.3,,8.02
CBB,5/28/2017 14:00,2:00:00 PM,26.82,32.91,440.1,,8.04
CBB,5/28/2017 15:00,3:00:00 PM,27.1,32.91,443.7,,8.04
CBB,5/28/2017 16:00,4:00:00 PM,27.22,32.82,441.5,,8.04
CBB,5/28/2017 17:00,5:00:00 PM,27.22,32.9,451,,8.03
CBB,5/29/2017 18:00,6:00:00 PM,27.13,32.88,444.1,,8.02
CBB,5/29/2017 19:00,7:00:00 PM,26.82,32.96,461.9,,8.01
CBB,5/29/2017 20:00,8:00:00 PM,26.87,32.98,472.7,,8.01
CBB,5/29/2017 0:00,12:00:00 AM,27.96,27.61,471.4,,7.95
CBB,5/29/2017 1:00,1:00:00 AM,28.06,31.27,467.4,,8.02
CBB,5/29/2017 3:00,3:00:00 AM,28.01,29.78,496.7,,8.06
CBB,5/29/2017 4:00,4:00:00 AM,27.78,30.18,482.9,,8.08
CBB,5/29/2017 5:00,5:00:00 AM,27.38,28.36,485,,8.05
CBB,5/29/2017 6:00,6:00:00 AM,27.63,29.93,484.9,,8.07
CBB,5/29/2017 7:00,7:00:00 AM,27.05,31.72,490.2,,8.09
CBB,5/29/2017 8:00,8:00:00 AM,26.8,32.36,486.6,,8.08
CBB,5/29/2017 9:00,9:00:00 AM,26.88,32.2,485.8,,8.07
CBB,5/29/2017 10:00,10:00:00 AM,26.91,32.27,463.2,,8.07
CBB,5/29/2017 11:00,11:00:00 AM,27.06,32.1,459.8,,8.07
CBB,5/29/2017 12:00,12:00:00 PM,27.16,32,458.9,,8.07
CBB,5/29/2017 13:00,1:00:00 PM,27.17,31.69,450.1,,8.07
CBB,5/29/2017 14:00,2:00:00 PM,27.24,31.73,446.4,,8.07
CBB,5/29/2017 15:00,3:00:00 PM,27.28,31.7,443.2,,8.07
CBB,5/29/2017 16:00,4:00:00 PM,27.27,31.75,438.9,,8.07
CBB,5/29/2017 17:00,5:00:00 PM,27.33,31.67,445.7,,8.07
CBB,5/30/2017 18:00,6:00:00 PM,27.28,31.65,435.1,,8.07
CBB,5/30/2017 19:00,7:00:00 PM,27.19,31.82,448.3,,8.07
CBB,5/30/2017 20:00,8:00:00 PM,27.19,31.86,470.3,,8.07
CBB,5/30/2017 21:00,9:00:00 PM,27.2,32,485.2,,8.07
CBB,5/30/2017 22:00,10:00:00 PM,27.33,31.95,495.3,,8.07
CBB,5/30/2017 23:00,11:00:00 PM,27.33,31.89,500.2,,8.08
CBB,5/30/2017 0:00,12:00:00 AM,27.27,31.45,510.8,,8.08
CBB,5/30/2017 1:00,1:00:00 AM,27.27,31.08,520.3,,8.08
CBB,5/30/2017 2:00,2:00:00 AM,27.27,30.51,517.6,,8.08
CBB,5/30/2017 3:00,3:00:00 AM,27.22,30.1,513.1,,8.08
CBB,5/30/2017 4:00,4:00:00 AM,27.19,29.83,507.6,,8.08
CBB,5/30/2017 5:00,5:00:00 AM,27.17,29.36,501.3,,8.08
CBB,5/30/2017 6:00,6:00:00 AM,27.11,28.88,500.3,,8.08
CBB,5/30/2017 7:00,7:00:00 AM,27.14,30.28,491,,8.11
CBB,5/30/2017 8:00,8:00:00 AM,27.23,30.91,478.6,,8.1
CBB,5/30/2017 9:00,9:00:00 AM,27.23,30.8,482.7,,8.07
CBB,5/30/2017 10:00,10:00:00 AM,27.24,30.68,477,,8.08
CBB,5/30/2017 11:00,11:00:00 AM,27.3,30.67,476.1,,8.08
CBB,5/30/2017 12:00,12:00:00 PM,27.39,30.71,468.5,,8.08
CBB,5/30/2017 13:00,1:00:00 PM,27.53,30.71,456.3,,8.07
CBB,5/30/2017 14:00,2:00:00 PM,27.72,30.63,457.1,,8.07
CBB,5/30/2017 15:00,3:00:00 PM,27.83,30.57,459.7,,8.07
CBB,5/30/2017 16:00,4:00:00 PM,28.02,30.52,459.1,,8.07
CBB,5/30/2017 17:00,5:00:00 PM,28.11,30.47,465.8,,8.07
CBB,5/31/2017 18:00,6:00:00 PM,28.08,30.39,470,,8.07
CBB,5/31/2017 19:00,7:00:00 PM,28.07,30.39,457,,8.07
CBB,5/31/2017 20:00,8:00:00 PM,27.84,30.56,460.3,,8.05
CBB,5/31/2017 21:00,9:00:00 PM,27.65,30.66,473.7,,8.05
CBB,5/31/2017 22:00,10:00:00 PM,27.57,30.71,490.9,,8.06
CBB,5/31/2017 23:00,11:00:00 PM,27.62,30.84,493.4,,8.06
CBB,5/31/2017 0:00,12:00:00 AM,27.93,31,493.6,,8.06
CBB,5/31/2017 1:00,1:00:00 AM,28,30.92,493.9,,8.08
CBB,5/31/2017 2:00,2:00:00 AM,27.99,30.44,496.2,,8.09
CBB,5/31/2017 3:00,3:00:00 AM,28.03,30.21,487.2,,8.09
CBB,5/31/2017 4:00,4:00:00 AM,28.07,29.92,487.7,,8.1
CBB,5/31/2017 5:00,5:00:00 AM,28.08,29.38,484.8,,8.09
CBB,5/31/2017 6:00,6:00:00 AM,28.09,28.65,484.4,,8.09
CBB,5/31/2017 7:00,7:00:00 AM,27.99,28.94,484.6,,8.11
CBB,5/31/2017 8:00,8:00:00 AM,28.02,30.46,479.2,,8.13
CBB,5/31/2017 9:00,9:00:00 AM,27.94,30.34,484.5,,8.09
CBB,5/31/2017 10:00,10:00:00 AM,27.76,30.39,483.1,,8.07
CBB,5/31/2017 11:00,11:00:00 AM,27.78,30.37,479,,8.07
CBB,5/31/2017 12:00,12:00:00 PM,27.85,30.36,483.8,,8.07
CBB,5/31/2017 13:00,1:00:00 PM,27.87,30.22,512.3,,8.07
CBB,5/31/2017 14:00,2:00:00 PM,27.81,30.3,518.7,,8.07
CBB,5/31/2017 15:00,3:00:00 PM,27.83,30.31,509.9,,8.07
CBB,5/31/2017 16:00,4:00:00 PM,27.84,30.26,508.3,,8.05
CBB,5/31/2017 17:00,5:00:00 PM,27.84,30.18,479.1,,8.06
CBB,6/1/2017 18:00,6:00:00 PM,27.85,30.36,466.5,,8.07
CBB,6/1/2017 19:00,7:00:00 PM,27.72,30.13,463.2,,8.06
CBB,6/1/2017 20:00,8:00:00 PM,27.74,30.22,456.1,,8.05
CBB,6/1/2017 21:00,9:00:00 PM,27.68,30.27,455.2,,8.05
CBB,6/1/2017 22:00,10:00:00 PM,27.69,30.36,466.6,,8.05
CBB,6/1/2017 23:00,11:00:00 PM,27.87,30.45,469.6,,8.07
CBB,6/1/2017 0:00,12:00:00 AM,27.89,30.58,471.4,,8.07
CBB,6/1/2017 1:00,1:00:00 AM,27.87,30.51,463.5,,8.09
CBB,6/1/2017 2:00,2:00:00 AM,27.86,30.15,465.8,,8.08
CBB,6/1/2017 3:00,3:00:00 AM,27.91,29.67,457.6,,8.08
CBB,6/1/2017 4:00,4:00:00 AM,27.92,29.2,442.8,,8.09
CBB,6/1/2017 5:00,5:00:00 AM,27.92,28.79,432,,8.1
CBB,6/1/2017 6:00,6:00:00 AM,27.89,28.3,428.4,,8.1
CBB,6/1/2017 7:00,7:00:00 AM,27.85,28.34,422.1,,8.12
CBB,6/1/2017 8:00,8:00:00 AM,27.85,29.45,421.9,,8.14
CBB,6/1/2017 9:00,9:00:00 AM,27.83,30.14,432.7,,8.11
CBB,6/1/2017 10:00,10:00:00 AM,27.75,30.05,431.4,,8.07
CBB,6/1/2017 11:00,11:00:00 AM,27.71,29.99,439.4,,8.05
CBB,6/1/2017 12:00,12:00:00 PM,27.74,30.03,460,,8.05
